frame,label,confidence,x1,y1,x2,y2
19,dining table,0.556522786617279,711,776,1916,1077
19,chair,0.4185648560523987,82,400,252,501
19,tie,0.41111671924591064,540,199,618,296
20,person,0.8816473484039307,1061,439,1646,972
20,person,0.8612762093544006,468,85,688,658
20,person,0.7480959892272949,309,381,647,1064
20,person,0.6722903847694397,1392,324,1689,584
20,tie,0.6070613265037537,542,202,614,294
20,dining table,0.5449976921081543,715,777,1916,1077
20,chair,0.48913633823394775,82,401,252,502
21,person,0.8831279277801514,1064,439,1646,976
21,person,0.8587873578071594,468,86,688,655
21,person,0.7570713758468628,309,379,650,1064
21,tie,0.7027437090873718,544,204,612,295
21,person,0.6806920766830444,1393,324,1689,587
21,dining table,0.5111963152885437,718,777,1916,1076
21,chair,0.45920529961586,82,401,252,502
22,person,0.8778762817382812,1066,439,1647,979
22,person,0.8578181266784668,467,82,687,622
22,person,0.7313932180404663,1393,325,1689,585
22,person,0.7203041911125183,313,379,651,1068
22,tie,0.6706052422523499,542,205,611,297
22,dining table,0.4932381510734558,713,776,1916,1077
22,chair,0.4253028929233551,253,538,353,720
23,person,0.8773064613342285,1066,439,1647,979
23,person,0.8635982275009155,467,82,686,618
23,person,0.7849768996238708,1393,326,1689,590
23,person,0.7385600805282593,313,378,660,1068
23,tie,0.5548564791679382,540,206,610,298
23,chair,0.4923987090587616,253,538,354,721
23,dining table,0.4695757329463959,713,777,1916,1076
24,person,0.8814393281936646,1067,438,1647,976
24,person,0.8735965490341187,466,83,685,621
24,person,0.7827766537666321,1393,327,1688,587
24,person,0.7493830323219299,310,375,664,1065
24,tie,0.5860506892204285,543,207,608,299
24,chair,0.47894376516342163,253,539,354,724
24,dining table,0.46461009979248047,721,777,1916,1075
24,chair,0.42148858308792114,82,402,253,504
25,person,0.8767116069793701,1068,439,1647,976
25,person,0.8661988377571106,466,84,684,623
25,person,0.7820587754249573,1393,327,1688,586
25,person,0.7271066308021545,310,373,676,1065
25,tie,0.6620185375213623,546,208,604,298
25,chair,0.5087593793869019,255,538,355,724
25,chair,0.48106348514556885,83,403,253,504
25,dining table,0.47578319907188416,725,778,1916,1075
25,chair,0.4047592878341675,87,404,261,744
26,person,0.8769007325172424,1068,439,1649,982
26,person,0.8696262836456299,465,84,683,625
26,person,0.7627309560775757,1392,327,1688,588
26,person,0.6891524791717529,312,375,678,1068
26,tie,0.6609665751457214,546,207,603,299
26,chair,0.5116734504699707,83,404,253,504
26,dining table,0.48184260725975037,724,777,1917,1075
26,chair,0.47499874234199524,255,538,355,724
27,person,0.8787340521812439,1067,440,1651,976
27,person,0.8646953701972961,465,84,683,633
27,person,0.748381495475769,1392,326,1690,588
27,person,0.7011680603027344,312,374,687,1067
27,tie,0.6433124542236328,546,207,602,298
27,chair,0.5174586176872253,83,404,253,504
27,dining table,0.4772852957248688,725,778,1917,1075
27,chair,0.43007826805114746,255,538,356,724
28,person,0.8771758675575256,1068,436,1650,974
28,person,0.8639903664588928,464,84,683,623
28,person,0.7286255955696106,1395,327,1691,589
28,person,0.7262566089630127,310,375,676,1067
28,tie,0.6781019568443298,546,207,602,299
28,chair,0.5294151902198792,83,404,254,504
28,dining table,0.5276579260826111,733,777,1917,1075
28,chair,0.4230843186378479,254,538,357,724
29,person,0.8784006834030151,1068,441,1655,971
29,person,0.859976589679718,464,84,684,617
29,person,0.7519329786300659,1394,327,1691,590
29,person,0.7163159251213074,311,375,683,1069
29,tie,0.676605761051178,546,207,602,299
29,person,0.5754275918006897,308,376,655,727
29,chair,0.5471206903457642,84,403,254,504
29,dining table,0.5231547355651855,737,775,1918,1075
29,chair,0.5033928751945496,254,540,357,724
30,person,0.8833719491958618,1071,442,1656,971
30,person,0.8562686443328857,465,84,685,613
30,person,0.7609648704528809,1394,328,1691,590
30,person,0.7094141244888306,309,376,685,1067
30,person,0.6669914722442627,308,376,656,727
30,tie,0.6383047699928284,546,208,602,299
30,chair,0.534787118434906,84,404,254,504
30,dining table,0.5230584740638733,739,775,1917,1075
30,chair,0.45465990900993347,255,540,357,724
31,person,0.8832086324691772,1073,443,1657,972
31,person,0.8643012642860413,464,85,685,604
31,person,0.7963919043540955,1395,328,1692,594
31,person,0.7501199841499329,309,379,685,1067
31,tie,0.5737535357475281,546,208,604,301
31,person,0.5660234093666077,307,379,659,724
31,dining table,0.5178701281547546,741,773,1918,1075
31,chair,0.5034146904945374,85,405,254,504
31,chair,0.4539434611797333,256,540,357,724
32,person,0.876428484916687,1076,443,1657,976
32,person,0.8729879260063171,463,85,685,592
32,person,0.7779572010040283,1395,327,1692,595
32,person,0.7409762144088745,310,381,689,1069
32,person,0.6043187379837036,307,380,663,722
32,dining table,0.5305923223495483,743,772,1918,1075
32,tie,0.520131528377533,546,208,604,301
33,person,0.8816380500793457,464,85,685,579
33,person,0.8722072243690491,1068,444,1664,982
33,person,0.7891384363174438,1396,328,1692,596
33,person,0.7719564437866211,310,382,693,1069
33,tie,0.5788061618804932,546,208,607,304
33,dining table,0.532395601272583,751,772,1918,1075
33,person,0.4404333531856537,307,381,666,727
33,chair,0.4112504720687866,86,405,255,505
34,person,0.8710126876831055,1068,445,1664,981
34,person,0.865241289138794,465,85,686,577
34,person,0.7988095283508301,1397,329,1692,598
34,person,0.7229167819023132,306,382,693,1066
34,tie,0.560880720615387,546,208,607,303
34,dining table,0.5256080627441406,752,773,1918,1075
34,person,0.48304611444473267,306,383,667,729
34,chair,0.41601020097732544,259,542,354,725
35,person,0.8753620982170105,1069,444,1666,981
35,person,0.8574299216270447,466,86,687,573
35,person,0.7933207750320435,1397,330,1693,598
35,person,0.7309468984603882,302,383,691,1065
35,tie,0.5267303586006165,547,207,606,303
35,dining table,0.5081958770751953,755,773,1918,1075
35,person,0.4065305292606354,303,384,670,729
36,person,0.8785747289657593,1073,445,1667,977
36,person,0.8341514468193054,468,90,690,576
36,person,0.7876497507095337,1397,330,1693,597
36,person,0.7826758027076721,303,384,699,1065
36,dining table,0.5113623738288879,763,772,1919,1075
36,tie,0.4630957841873169,546,207,607,302
36,chair,0.40908437967300415,261,542,354,726
36,chair,0.40501898527145386,87,406,255,506
37,person,0.8816368579864502,1076,444,1668,977
37,person,0.8263821601867676,466,88,688,571
37,person,0.7999942898750305,1396,329,1694,598
37,person,0.7728940844535828,301,385,698,1065
37,dining table,0.5494693517684937,765,771,1919,1075
37,tie,0.5013096928596497,547,207,609,302
37,chair,0.4410085082054138,91,407,278,759
38,person,0.8840425610542297,1078,444,1670,976
38,person,0.8490043878555298,467,88,689,570
38,person,0.8098050951957703,1396,328,1695,599
38,person,0.762363851070404,299,385,700,1066
38,dining table,0.5439459085464478,767,771,1920,1076
38,tie,0.4689006507396698,546,206,614,302
39,person,0.8878511786460876,1081,444,1671,976
39,person,0.8572747111320496,469,91,691,571
39,person,0.8265867233276367,1397,329,1695,597
39,person,0.7399202585220337,301,386,702,1065
39,dining table,0.5319898128509521,773,772,1920,1075
39,tie,0.5171419978141785,542,205,613,303
39,book,0.5065615177154541,430,673,633,755
40,person,0.8908184170722961,1083,444,1673,977
40,person,0.8632668256759644,469,87,690,572
40,person,0.8321517705917358,1397,330,1695,595
40,person,0.6922146677970886,306,387,701,1066
40,book,0.5916098952293396,430,673,633,755
40,tie,0.5547167658805847,543,205,614,302
40,dining table,0.5452696084976196,774,771,1920,1075
40,person,0.5238920450210571,303,386,678,735
41,person,0.884842038154602,1083,444,1675,978
41,person,0.8590715527534485,468,88,692,572
41,person,0.821300745010376,1399,330,1696,596
41,person,0.66977459192276,303,387,709,1065
41,book,0.5953975319862366,438,674,637,754
41,tie,0.5513671040534973,543,204,622,303
41,person,0.5452481508255005,304,387,678,736
41,dining table,0.5289965867996216,778,773,1920,1075
41,bottle,0.4145004153251648,884,369,908,428
42,person,0.8873661756515503,1085,444,1674,978
42,person,0.8753064870834351,470,87,694,576
42,person,0.8291524052619934,1400,331,1697,596
42,person,0.6896153688430786,303,388,694,1065
42,person,0.6112613677978516,305,388,677,737
42,book,0.570472240447998,439,678,634,755
42,dining table,0.5489317178726196,773,773,1920,1075
42,tie,0.451895534992218,575,205,613,302
43,person,0.8874161243438721,1083,444,1675,978
43,person,0.8782229423522949,471,87,695,577
43,person,0.8247565031051636,1400,331,1698,595
43,person,0.6855318546295166,302,389,702,1065
43,person,0.5712211728096008,304,390,677,737
43,dining table,0.5534623861312866,773,773,1920,1076
43,book,0.48289451003074646,440,679,639,755
43,bottle,0.44427788257598877,885,367,910,428
43,tie,0.41518810391426086,568,206,615,303
44,person,0.8861868381500244,1083,443,1676,978
44,person,0.8761715292930603,472,87,694,574
44,person,0.8049129247665405,1400,332,1698,592
44,person,0.7155902981758118,302,390,703,1066
44,dining table,0.5515103936195374,777,774,1920,1077
44,book,0.5240864157676697,438,679,639,755
44,person,0.4598197340965271,303,390,679,741
44,tie,0.4104918837547302,574,206,613,305
44,bottle,0.4100383222103119,886,366,910,427
45,person,0.8796006441116333,1080,443,1677,979
45,person,0.8754430413246155,473,88,695,573
45,person,0.7943896055221558,302,391,700,1066
45,person,0.7642579078674316,1401,332,1699,591
45,dining table,0.510902464389801,779,773,1920,1077
45,book,0.494716614484787,435,679,638,756
45,person,0.4221019744873047,304,391,680,740
45,bottle,0.40427470207214355,886,367,911,427
46,person,0.8822504878044128,474,88,697,572
46,person,0.8785983920097351,1083,443,1679,979
46,person,0.806494414806366,302,392,703,1065
46,person,0.7570387721061707,1401,332,1699,593
46,dining table,0.5164928436279297,783,774,1920,1078
46,book,0.48892247676849365,441,679,639,756
46,bottle,0.4504106342792511,887,368,911,428
46,tie,0.43959468603134155,573,205,613,305
47,person,0.8803117871284485,476,87,699,574
47,person,0.8715691566467285,1078,442,1679,981
47,person,0.7939820885658264,301,393,699,1066
47,person,0.7486316561698914,1401,332,1700,591
47,book,0.5383269786834717,445,679,640,756
47,dining table,0.5305064916610718,784,773,1920,1077
47,bottle,0.46945106983184814,887,368,911,428
47,tie,0.41292262077331543,574,205,614,306
47,person,0.40380170941352844,302,394,683,740
48,person,0.8809664249420166,477,87,700,574
48,person,0.8693221211433411,1072,442,1680,983
48,person,0.8034430742263794,304,396,696,1069
48,person,0.7480431199073792,1403,332,1700,589
48,book,0.5377573370933533,443,679,642,756
48,dining table,0.5199995636940002,787,773,1920,1076
48,bottle,0.48798075318336487,887,369,912,429
48,tie,0.4654393494129181,572,204,615,306
49,person,0.8724902272224426,478,87,701,569
49,person,0.8705240488052368,1079,440,1679,984
49,person,0.7671804428100586,1403,333,1701,589
49,person,0.736669659614563,299,395,692,1066
49,dining table,0.5123394727706909,789,773,1920,1076
49,tie,0.4991556406021118,572,205,617,307
49,bottle,0.49876412749290466,887,370,912,430
49,book,0.48606202006340027,444,678,646,755
50,person,0.8800497055053711,479,88,701,567
50,person,0.8719638586044312,1085,440,1679,982
50,person,0.7808380722999573,1402,333,1702,589
50,person,0.7476281523704529,301,395,696,1066
50,bottle,0.5141440629959106,887,370,912,430
50,dining table,0.49481648206710815,793,773,1920,1076
50,book,0.4649645686149597,443,678,648,755
50,tie,0.46493127942085266,570,205,618,308
50,person,0.4023059606552124,304,395,690,739
51,person,0.8814135789871216,480,88,702,568
51,person,0.8694936633110046,1090,441,1680,981
51,person,0.7794400453567505,1402,334,1701,589
51,person,0.7602501511573792,302,397,699,1067
51,bottle,0.5674846768379211,887,370,912,429
51,book,0.49534815549850464,441,678,648,756
51,dining table,0.48306554555892944,795,773,1920,1076
51,person,0.47598087787628174,304,397,690,738
51,tie,0.4448762536048889,567,206,618,308
52,person,0.8746945261955261,481,89,703,568
52,person,0.8733075261116028,1092,441,1680,980
52,person,0.7802379131317139,304,397,701,1067
52,person,0.7767466306686401,1404,334,1702,589
52,bottle,0.563737154006958,887,370,913,428
52,book,0.4958529472351074,443,678,648,756
52,dining table,0.48503777384757996,793,772,1920,1076
52,person,0.4725216031074524,305,397,691,738
52,backpack,0.4001147150993347,1715,677,1918,868
53,person,0.8810139894485474,481,87,704,572
53,person,0.872638463973999,1091,440,1681,980
53,person,0.7722935676574707,1408,335,1702,587
53,person,0.6846314668655396,304,396,703,1066
53,person,0.580955982208252,306,397,691,738
53,bottle,0.5766730904579163,887,369,913,428
53,book,0.5051823854446411,444,676,649,755
53,dining table,0.47198933362960815,793,773,1920,1076
54,person,0.8807101845741272,483,87,704,571
54,person,0.8683161735534668,1090,439,1682,980
54,person,0.7688041925430298,1408,335,1703,588
54,person,0.6960669755935669,304,399,705,1066
54,bottle,0.5537492036819458,887,369,914,427
54,person,0.5066033005714417,306,400,693,738
54,book,0.4897991716861725,446,674,651,755
54,dining table,0.4666741192340851,793,773,1920,1077
54,tie,0.45484834909439087,571,205,621,309
54,backpack,0.4162464439868927,1716,677,1918,868
55,person,0.8782302737236023,485,87,707,570
55,person,0.8650665283203125,1089,439,1683,981
55,person,0.770443856716156,1409,336,1703,588
55,person,0.7520096898078918,306,400,701,1067
55,bottle,0.5131126046180725,887,370,914,426
55,book,0.5008882880210876,447,673,651,755
55,dining table,0.47488123178482056,794,773,1920,1077
55,person,0.4522971510887146,307,400,693,738
56,person,0.8767023682594299,484,86,707,574
56,person,0.865401029586792,1092,438,1683,980
56,person,0.7793154716491699,307,400,701,1067
56,person,0.7691846489906311,1408,336,1704,588
56,bottle,0.5110311508178711,885,368,914,425
56,book,0.48639976978302,448,674,652,755
56,dining table,0.48381322622299194,797,773,1920,1077
56,tie,0.4558137357234955,583,206,625,306
57,person,0.872209906578064,490,87,708,573
57,person,0.8630434274673462,1090,438,1684,982
57,person,0.7698236107826233,1411,335,1704,590
57,person,0.7660775184631348,305,400,702,1067
57,book,0.499738484621048,448,672,651,755
57,bottle,0.49050164222717285,886,367,914,426
57,dining table,0.4857242703437805,795,773,1920,1077
57,backpack,0.4276972711086273,1717,677,1919,864
57,tie,0.4210640490055084,584,206,630,307
58,person,0.8720619678497314,490,87,710,570
58,person,0.867204487323761,1091,438,1684,982
58,person,0.7752636075019836,304,400,703,1067
58,person,0.7748876214027405,1412,335,1704,589
58,tie,0.5518636703491211,577,204,631,309
58,dining table,0.5100126266479492,795,773,1920,1076
58,bottle,0.4893025755882263,888,369,914,427
59,person,0.8717682361602783,492,87,710,570
59,person,0.8650405406951904,1088,436,1686,983
59,person,0.7652418613433838,1413,335,1704,590
59,person,0.7439495921134949,306,402,706,1067
59,tie,0.5833742022514343,585,208,631,305
59,dining table,0.5256016254425049,793,773,1920,1077
59,bottle,0.4719073474407196,889,369,914,428
59,book,0.4257979094982147,452,674,654,755
60,person,0.8648694157600403,493,87,711,571
60,person,0.8617892265319824,1085,435,1686,983
60,person,0.7730569839477539,1416,335,1705,590
60,person,0.7052436470985413,307,401,703,1067
60,tie,0.5155107975006104,587,207,633,306
60,dining table,0.5002975463867188,794,772,1920,1076
60,bottle,0.46950650215148926,889,368,914,428
60,book,0.4369392693042755,455,673,654,755
60,backpack,0.42304882407188416,1720,676,1918,864
60,person,0.4146179258823395,310,403,694,738
61,person,0.8627241849899292,494,87,711,571
61,person,0.8620273470878601,1095,435,1692,984
61,person,0.7666657567024231,1423,334,1705,591
61,person,0.7075687050819397,305,402,702,1067
61,tie,0.5046638250350952,586,208,632,305
61,dining table,0.48417407274246216,796,772,1920,1076
61,book,0.4553786814212799,456,673,654,756
61,bottle,0.41383233666419983,889,368,914,428
61,backpack,0.4114997982978821,1720,675,1918,864
61,person,0.4011034667491913,311,402,694,738
62,person,0.8657253980636597,1100,435,1693,983
62,person,0.8640171885490417,494,89,712,572
62,person,0.7757936120033264,1426,334,1705,591
62,person,0.6338354349136353,306,404,707,1067
62,dining table,0.4794323146343231,798,774,1920,1076
62,tie,0.44731196761131287,588,207,634,306
62,backpack,0.4221615195274353,1719,676,1918,864
62,book,0.4193665683269501,455,672,653,755
63,person,0.8702953457832336,496,89,713,569
63,person,0.8664373159408569,1102,436,1689,981
63,person,0.7818446159362793,1427,332,1709,592
63,person,0.5812148451805115,311,406,721,1068
63,dining table,0.47343018651008606,798,774,1920,1076
63,book,0.45680439472198486,455,672,653,755
63,tie,0.4475081264972687,593,204,636,309
63,backpack,0.4299295246601105,1719,676,1918,863
64,person,0.8713289499282837,1106,437,1689,980
64,person,0.8679113388061523,496,90,714,570
64,person,0.8061203956604004,1427,332,1709,591
64,person,0.6334115862846375,308,407,717,1068
64,dining table,0.49075230956077576,798,773,1920,1076
64,book,0.4776167869567871,455,673,652,755
64,tie,0.45136409997940063,594,204,636,308
64,backpack,0.403595894575119,1719,676,1918,861
65,person,0.8708458542823792,1107,436,1689,981
65,person,0.864916205406189,497,91,715,569
65,person,0.8048009872436523,1426,332,1709,590
65,person,0.691551148891449,308,408,712,1070
65,dining table,0.523745059967041,801,773,1920,1076
65,tie,0.44953957200050354,594,209,636,308
65,book,0.42633992433547974,458,673,652,755
66,person,0.8710584044456482,1109,435,1687,982
66,person,0.868584394454956,498,91,715,570
66,person,0.8061328530311584,1423,332,1709,591
66,person,0.6999989151954651,307,408,711,1070
66,dining table,0.5048570036888123,802,773,1920,1076
66,book,0.448517382144928,458,674,653,755
66,tie,0.406650185585022,596,210,636,308
67,person,0.8701349496841431,1109,433,1688,982
67,person,0.8660473227500916,499,92,715,569
67,person,0.8005726337432861,1423,332,1709,591
67,person,0.6828349232673645,307,408,713,1069
67,dining table,0.48876509070396423,802,773,1920,1076
67,book,0.46951213479042053,459,674,654,755
67,tie,0.42068615555763245,598,210,636,308
68,person,0.8722119927406311,1109,434,1694,980
68,person,0.8638051748275757,499,92,716,570
68,person,0.8096470236778259,1423,333,1710,590
68,person,0.6820931434631348,307,409,728,1070
68,dining table,0.4945455491542816,803,774,1920,1076
68,tie,0.4793706238269806,600,210,636,308
68,book,0.45171043276786804,462,673,654,755
69,person,0.8759524822235107,1111,428,1690,981
69,person,0.8628696203231812,499,92,717,569
69,person,0.8068751692771912,1425,333,1710,590
69,person,0.6805360317230225,309,410,720,1070
69,dining table,0.5014636516571045,806,774,1919,1077
69,book,0.4948262870311737,463,673,656,756
69,tie,0.48943451046943665,601,210,636,308
69,backpack,0.42142605781555176,1721,675,1918,863
70,person,0.8722392916679382,1111,426,1690,982
70,person,0.862881064414978,500,92,717,569
70,person,0.8073858618736267,1423,333,1710,591
70,person,0.6928382515907288,313,410,712,1070
70,tie,0.5030483603477478,601,210,636,308
70,dining table,0.48902997374534607,808,775,1919,1076
70,book,0.4565886855125427,463,673,655,756
71,person,0.8735525608062744,1111,421,1695,984
71,person,0.8608675003051758,501,93,717,570
71,person,0.8036657571792603,1425,333,1710,590
71,person,0.7111515998840332,310,408,707,1070
71,book,0.4779851734638214,460,673,656,756
71,tie,0.4678173065185547,601,211,636,308
71,dining table,0.4630889296531677,810,776,1920,1076
71,chair,0.41710177063941956,114,556,293,765
71,backpack,0.40927648544311523,1720,675,1918,863
72,person,0.8798433542251587,1112,420,1696,985
72,person,0.8625836372375488,501,92,717,571
72,person,0.8014667630195618,1424,336,1706,590
72,person,0.7131942510604858,314,408,706,1069
72,dining table,0.4495488107204437,812,776,1920,1077
72,book,0.4317496120929718,463,674,654,756
72,tie,0.41754019260406494,600,211,636,308
72,backpack,0.40829378366470337,1720,675,1918,864
73,person,0.8799678087234497,1112,418,1698,985
73,person,0.8654782176017761,503,93,717,571
73,person,0.8036596775054932,1424,336,1705,589
73,person,0.6739805936813354,313,408,704,1069
73,book,0.4323383867740631,461,675,654,757
73,dining table,0.4211786389350891,812,776,1919,1077
73,backpack,0.4159969389438629,1721,675,1918,864
73,chair,0.41126590967178345,114,559,294,766
74,person,0.8791072964668274,1112,416,1699,986
74,person,0.8655783534049988,503,92,717,571
74,person,0.8002839088439941,1424,336,1706,589
74,person,0.6118017435073853,312,408,709,1069
74,book,0.4416928291320801,468,675,656,756
74,dining table,0.4216504395008087,813,777,1920,1078
74,chair,0.4127313494682312,114,559,295,768
74,backpack,0.41269999742507935,1720,676,1918,864
75,person,0.877026379108429,1112,416,1699,987
75,person,0.8655625581741333,503,93,717,570
75,person,0.7714557647705078,1424,337,1706,591
75,person,0.6103944182395935,310,411,733,1068
75,book,0.4535280466079712,468,676,657,757
75,backpack,0.4344427287578583,1721,675,1918,865
75,tie,0.4195508062839508,600,213,637,309
75,dining table,0.40324506163597107,815,777,1920,1078
76,person,0.8767977356910706,1112,415,1698,986
76,person,0.8663551211357117,503,92,717,569
76,person,0.7758751511573792,1424,337,1706,591
76,person,0.6352084279060364,312,411,719,1068
76,book,0.4542764127254486,466,677,657,757
76,backpack,0.4356400966644287,1721,676,1918,865
76,tie,0.4228293001651764,600,213,637,309
76,dining table,0.4021734595298767,816,777,1919,1078
77,person,0.8742533922195435,1111,415,1698,986
77,person,0.8686164021492004,503,92,717,568
77,person,0.7741623520851135,1424,337,1706,592
77,person,0.622098445892334,313,411,715,1067
77,book,0.4868852198123932,466,678,657,758
77,dining table,0.4668079614639282,817,777,1920,1078
77,tie,0.4333418011665344,599,213,637,309
77,chair,0.41056522727012634,957,655,1141,1022
78,person,0.876200258731842,1111,417,1700,982
78,person,0.8688100576400757,502,94,716,569
78,person,0.7911177277565002,1424,337,1705,592
78,person,0.5713672637939453,316,412,735,1067
78,book,0.49087366461753845,457,679,656,759
78,dining table,0.46380364894866943,819,777,1920,1078
78,tie,0.42112433910369873,599,214,637,309
78,backpack,0.4078967869281769,1722,676,1917,864
78,chair,0.4055348336696625,956,654,1141,1022
79,person,0.8755166530609131,1112,415,1702,982
