frame,track_id,x1,y1,x2,y2
22,4,1401,324,1644,566
23,1,1064,438,1646,976
23,2,312,377,648,1060
23,3,476,86,672,621
23,4,1398,324,1644,568
24,1,1064,438,1645,975
24,2,313,376,650,1060
24,3,476,87,671,620
24,4,1400,323,1648,569
25,1,1061,439,1645,979
25,2,312,374,651,1061
25,3,474,87,672,626
25,4,1401,325,1648,569
26,1,1063,437,1648,980
26,2,312,371,651,1058
26,3,473,87,672,630
26,4,1401,326,1645,567
27,1,1064,437,1647,978
27,2,319,371,660,1058
27,3,474,88,673,627
27,4,1400,324,1646,567
28,1,1069,440,1645,974
28,2,317,371,658,1055
28,3,474,88,672,622
28,4,1401,326,1648,569
29,1,1070,439,1644,971
29,2,315,372,655,1055
29,3,473,88,673,630
29,4,1400,326,1647,570
30,1,1074,441,1644,969
30,2,315,374,655,1056
30,3,472,90,675,638
30,4,1397,326,1647,573
31,1,1076,442,1645,968
31,2,317,376,656,1057
31,3,474,87,672,618
31,4,1392,328,1645,576
32,1,1071,442,1650,978
32,2,318,378,657,1057
32,3,473,87,671,618
32,4,1391,329,1644,577
33,1,1071,444,1653,982
33,2,318,380,657,1058
33,3,477,87,668,595
33,4,1387,328,1644,578
34,1,1075,445,1651,976
34,2,317,381,656,1056
34,3,478,87,667,590
34,4,1390,329,1654,587
35,1,1076,446,1651,975
35,2,316,381,657,1059
35,3,474,86,674,620
35,4,1389,330,1654,589
36,1,1074,444,1655,979
36,2,320,379,665,1060
36,3,480,86,672,593
36,4,1389,330,1655,590
37,1,1076,443,1660,980
37,2,321,382,666,1054
37,3,485,89,669,573
37,4,1395,331,1663,592
38,1,1081,444,1660,976
38,2,320,383,668,1056
38,3,486,89,669,566
38,4,1395,330,1662,591
39,1,1083,443,1664,977
39,2,318,384,669,1058
39,3,486,92,668,560
39,4,1398,330,1664,590
40,1,1084,441,1669,979
40,2,317,384,671,1062
40,3,486,91,670,565
40,4,1403,332,1668,589
41,1,1084,441,1670,979
41,2,318,385,674,1062
41,3,487,91,671,561
41,4,1403,332,1662,584
42,1,1085,441,1672,980
42,2,318,387,674,1059
42,3,485,86,675,567
42,4,1405,332,1664,586
43,1,1085,440,1673,980
43,2,316,388,671,1055
43,3,485,84,677,568
43,4,1405,332,1663,585
43,5,309,390,671,738
44,1,1086,440,1673,981
44,2,318,390,675,1056
44,3,485,84,678,569
44,4,1407,332,1662,582
45,1,1085,440,1673,982
45,2,318,390,678,1058
45,3,485,83,680,569
45,4,1413,332,1663,578
46,1,1084,440,1675,984
46,2,318,391,680,1058
46,3,486,84,681,567
46,4,1417,332,1668,578
47,1,1081,440,1675,986
47,2,318,391,683,1060
47,3,490,86,680,556
47,4,1423,332,1673,578
48,1,1079,439,1674,987
48,2,318,392,685,1061
48,3,490,85,686,564
48,4,1418,332,1667,576
49,1,1080,439,1671,984
49,2,318,392,687,1062
49,3,490,87,687,566
49,4,1417,332,1663,573
50,1,1084,440,1672,980
50,2,316,393,685,1060
50,3,489,86,688,566
50,4,1418,332,1669,576
51,1,1088,440,1674,978
51,2,317,394,686,1058
51,3,490,86,691,566
51,4,1421,332,1677,580
52,1,1091,440,1675,977
52,2,318,395,686,1058
52,3,492,87,693,565
52,4,1425,334,1683,583
53,1,1089,438,1677,979
53,2,318,396,687,1058
53,3,491,87,694,566
53,4,1428,334,1684,581
54,1,1087,438,1677,981
54,2,317,399,686,1058
54,3,492,90,694,564
54,4,1435,336,1685,578
55,1,1086,437,1677,982
55,2,318,400,687,1058
55,3,492,89,697,566
55,4,1437,336,1684,576
56,1,1090,439,1673,977
56,2,318,400,687,1058
56,3,491,89,699,571
56,4,1441,338,1685,576
57,1,1089,439,1673,978
57,2,319,400,689,1057
57,3,493,88,702,571
57,4,1441,339,1688,581
58,1,1090,439,1673,978
58,2,320,403,691,1060
58,3,496,89,703,567
58,4,1441,337,1690,583
59,1,1092,439,1676,978
59,2,321,404,692,1057
59,3,497,89,704,566
59,4,1441,336,1690,584
60,1,1090,438,1679,983
60,2,321,405,693,1056
60,3,497,89,705,567
60,4,1441,335,1691,586
61,1,1091,437,1682,984
61,2,320,406,694,1055
61,3,498,89,705,567
61,4,1441,335,1691,586
62,1,1094,437,1683,983
62,2,320,406,695,1055
62,3,497,91,705,566
62,4,1440,335,1693,588
63,1,1096,437,1687,984
63,2,321,405,698,1055
63,3,500,89,707,566
63,4,1437,333,1694,590
64,1,1099,436,1687,983
64,2,320,405,699,1055
64,3,503,89,709,565
64,4,1437,332,1695,589
65,1,1101,436,1686,979
65,2,319,405,701,1060
65,3,504,89,709,564
65,4,1441,333,1696,586
66,1,1100,435,1686,979
66,2,317,405,702,1062
66,3,505,89,710,564
66,4,1440,334,1696,589
67,1,1104,435,1688,978
67,2,316,406,703,1062
67,3,505,89,710,565
67,4,1441,335,1697,589
68,1,1100,433,1688,981
68,2,318,406,705,1063
68,3,506,89,710,565
68,4,1438,335,1694,588
69,1,1096,429,1688,983
69,2,319,407,705,1062
69,3,507,89,710,565
69,4,1437,334,1695,589
70,1,1096,426,1691,984
70,2,318,408,705,1062
70,3,507,89,710,565
70,4,1434,334,1692,588
71,1,1094,423,1689,984
71,2,317,407,705,1062
71,3,509,89,712,566
71,4,1432,334,1690,587
72,1,1095,420,1693,986
72,2,317,407,706,1063
72,3,509,90,711,567
72,4,1435,336,1692,585
73,1,1096,418,1694,986
73,2,316,406,706,1063
73,3,510,90,712,567
73,4,1436,337,1695,587
74,1,1096,416,1697,989
74,2,316,406,706,1063
74,3,509,90,712,569
74,4,1435,337,1697,588
75,1,1100,416,1694,984
75,2,320,407,709,1063
75,3,510,90,712,567
75,4,1435,339,1698,588
76,1,1099,415,1696,987
76,2,320,407,709,1063
76,3,511,90,712,567
76,4,1433,337,1699,588
77,1,1099,415,1696,988
77,2,322,410,708,1059
77,3,511,91,712,566
77,4,1430,337,1698,589
78,1,1099,415,1692,985
78,2,325,410,711,1057
78,3,510,93,710,566
78,4,1429,337,1699,589
79,1,1101,415,1694,987
79,2,333,412,719,1055
79,3,510,93,709,566
79,4,1428,337,1698,589
80,1,1104,414,1696,988
80,2,337,413,724,1057
80,3,510,93,709,566
80,4,1431,339,1701,589
81,1,1105,415,1695,988
81,2,330,411,720,1056
81,3,510,93,709,566
81,4,1430,338,1702,590
82,1,1108,414,1695,984
82,2,323,412,713,1057
82,3,511,94,709,565
82,4,1430,338,1703,590
83,1,1109,415,1696,986
83,2,320,411,711,1057
83,3,511,94,708,565
83,4,1430,338,1703,590
84,1,1109,413,1696,985
84,2,322,413,713,1059
84,3,511,95,707,564
84,4,1428,338,1703,591
85,1,1112,414,1698,985
85,2,322,414,713,1061
85,3,510,95,706,564
85,4,1426,337,1703,591
86,1,1114,414,1700,985
86,2,324,414,715,1062
86,3,510,94,706,564
86,4,1424,337,1703,592
87,1,1116,415,1702,984
87,2,324,415,715,1063
87,3,510,94,706,564
87,4,1423,337,1702,593
88,1,1116,415,1702,984
88,2,327,415,718,1063
88,3,508,94,704,567
88,4,1424,338,1702,593
89,1,1117,414,1702,984
89,2,327,416,717,1064
89,3,509,96,703,561
89,4,1424,338,1702,593
90,1,1120,415,1707,984
90,2,325,417,714,1064
90,3,508,97,702,560
90,4,1424,338,1702,593
91,1,1121,415,1708,985
91,2,324,416,714,1065
91,3,508,97,702,558
91,4,1422,338,1702,594
92,1,1121,415,1709,985
92,2,326,415,714,1064
92,3,508,98,701,553
92,4,1422,339,1700,594
93,1,1119,415,1708,985
93,2,328,416,716,1064
93,3,508,98,701,551
93,4,1423,339,1698,590
94,1,1119,413,1709,985
94,2,329,417,715,1064
94,3,501,98,703,570
94,4,1424,339,1697,589
95,1,1120,412,1711,985
95,2,329,417,715,1064
95,3,502,98,698,555
95,4,1423,339,1697,590
96,1,1119,411,1712,985
96,2,330,417,716,1065
96,3,501,98,697,550
96,4,1419,339,1698,595
97,1,1119,409,1713,985
97,2,331,418,716,1066
97,3,500,98,695,547
97,4,1419,340,1697,595
98,1,1118,405,1716,986
98,2,332,419,715,1066
98,3,496,98,692,546
98,4,1415,341,1697,600
99,1,1117,404,1717,986
99,2,332,421,714,1066
99,3,493,98,690,544
99,4,1413,341,1694,599
100,1,1117,403,1717,986
100,2,332,421,713,1065
100,3,490,99,689,547
100,4,1411,341,1693,598
101,1,1113,400,1718,989
101,2,333,424,712,1065
101,3,488,99,686,545
101,4,1408,340,1690,596
102,1,1114,397,1719,987
102,2,334,427,712,1065
102,3,486,100,684,543
102,4,1407,340,1688,595
103,1,1111,395,1721,990
103,2,335,428,711,1064
103,3,485,100,682,541
103,4,1405,340,1685,593
104,1,1113,395,1720,987
104,2,335,429,711,1063
104,3,483,101,680,540
104,4,1403,340,1682,591
105,1,1114,394,1719,985
105,2,336,430,711,1063
105,3,481,100,679,539
105,4,1400,340,1680,591
106,1,1114,393,1720,985
106,2,335,431,710,1063
106,3,481,100,679,538
106,4,1400,341,1674,584
107,1,1114,392,1720,985
107,2,334,429,711,1063
107,3,479,101,678,538
107,4,1402,341,1674,582
108,1,1114,392,1718,985
108,2,334,430,710,1063
108,3,476,100,677,538
108,4,1399,341,1679,588
109,1,1114,392,1718,985
109,2,332,425,711,1064
109,3,472,100,676,546
109,4,1396,342,1678,590
110,1,1113,392,1716,985
110,2,332,425,711,1064
110,3,470,100,675,548
110,4,1391,341,1681,594
111,1,1113,391,1717,986
111,2,331,423,711,1064
111,3,469,100,675,549
111,4,1388,341,1680,595
112,1,1113,390,1716,985
112,2,328,422,708,1065
112,3,467,101,674,549
112,4,1388,340,1685,598
113,1,1112,390,1713,985
113,2,328,422,706,1064
113,3,467,100,673,546
113,4,1388,340,1684,595
114,1,1113,390,1714,985
114,2,330,420,708,1063
114,3,465,99,672,549
114,4,1388,341,1685,595
115,1,1112,389,1712,985
115,2,330,420,708,1063
115,3,463,99,673,554
115,4,1387,340,1686,596
116,1,1109,388,1713,989
116,2,330,421,706,1062
116,3,460,100,675,564
116,4,1384,342,1684,598
117,1,1108,387,1713,990
117,2,330,422,706,1063
117,3,456,100,674,568
117,4,1385,341,1684,596
118,1,1108,387,1713,990
118,2,330,421,706,1063
118,3,452,102,668,563
118,4,1383,342,1683,598
119,1,1109,387,1712,991
119,2,332,421,708,1063
119,3,448,103,664,561
119,4,1383,342,1683,597
120,1,1110,387,1712,991
120,2,333,420,708,1063
120,3,447,103,663,557
120,4,1384,340,1684,597
121,1,1110,387,1710,990
121,2,332,420,707,1063
121,3,445,103,662,555
121,4,1383,340,1684,597
122,1,1111,387,1708,989
122,2,332,421,705,1060
122,3,447,103,668,563
122,4,1382,340,1683,597
123,1,1112,389,1710,990
123,2,332,421,704,1058
123,3,444,103,668,568
123,4,1383,339,1684,596
124,1,1113,389,1709,990
124,2,334,421,706,1058
124,3,444,103,664,558
124,4,1383,339,1683,595
125,1,1114,390,1709,990
125,2,334,421,706,1057
125,3,444,101,665,557
125,4,1382,338,1684,595
126,1,1114,390,1707,989
126,2,331,424,704,1061
126,3,446,101,664,547
126,4,1382,338,1684,595
127,1,1114,390,1706,989
127,2,330,430,701,1061
127,3,449,100,668,547
127,4,1383,337,1684,595
128,1,1114,390,1707,990
128,2,329,429,701,1063
128,3,450,100,672,557
128,4,1385,337,1685,595
129,1,1115,390,1707,990
129,2,326,427,698,1063
129,3,452,100,671,553
129,4,1386,337,1685,594
130,1,1115,390,1708,990
130,2,327,427,700,1064
130,3,455,101,668,545
130,4,1387,337,1684,592
131,1,1112,390,1706,991
131,2,328,427,701,1064
131,3,459,99,669,537
131,4,1388,338,1682,591
132,1,1114,389,1707,990
132,2,328,428,702,1065
132,3,462,101,670,536
132,4,1387,338,1678,589
133,1,1115,389,1706,989
133,2,328,427,703,1065
133,3,463,103,674,544
133,4,1386,338,1674,586
134,1,1116,389,1706,988
134,2,326,427,701,1065
134,3,463,104,677,551
134,4,1386,337,1672,584
135,1,1116,389,1706,988
135,2,325,425,701,1064
135,3,467,103,680,551
135,4,1385,337,1672,585
136,1,1116,389,1706,987
136,2,325,423,703,1064
136,3,469,105,684,557
136,4,1385,337,1673,586
137,1,1120,390,1706,984
137,2,325,424,703,1065
137,3,473,105,693,568
137,4,1384,337,1670,585
138,1,1121,391,1706,983
138,2,325,427,702,1065
138,3,476,107,700,578
138,4,1381,337,1669,586
139,1,1117,391,1705,985
139,2,325,429,701,1063
139,3,478,107,706,587
139,4,1379,337,1667,586
140,1,1119,391,1705,983
140,2,325,427,702,1063
140,3,479,107,712,599
140,4,1381,336,1667,584
141,1,1120,392,1705,982
141,2,326,427,704,1063
141,3,480,106,719,612
141,4,1381,336,1668,585
142,1,1119,392,1703,981
142,2,326,427,705,1064
142,3,479,105,729,640
142,4,1382,337,1668,585
143,1,1117,391,1703,981
143,2,325,426,704,1063
143,3,481,104,741,664
143,4,1383,338,1667,584
144,1,1116,391,1703,982
144,2,325,423,706,1063
144,3,490,102,751,669
144,4,1381,338,1666,586
145,1,1115,392,1702,982
145,2,322,424,704,1065
145,3,498,101,757,669
145,4,1379,338,1665,587
146,1,1116,392,1702,981
146,2,321,426,703,1065
146,3,502,99,761,670
146,4,1380,339,1664,586
147,1,1116,392,1702,980
147,2,322,426,703,1064
147,3,508,98,767,672
147,4,1381,339,1663,585
148,1,1115,392,1703,981
148,2,322,425,703,1064
148,3,515,97,772,672
148,4,1380,338,1662,585
148,6,524,99,768,437
149,1,1114,392,1703,981
149,2,322,425,703,1064
149,3,521,96,778,674
149,4,1381,337,1663,585
150,1,1111,391,1699,980
150,2,321,424,704,1064
150,3,524,95,780,674
150,4,1381,337,1661,584
150,7,534,98,760,428
151,1,1108,391,1694,980
151,2,320,422,703,1064
151,3,525,93,779,673
151,4,1381,337,1660,583
152,1,1105,391,1689,979
152,2,323,422,707,1064
152,3,533,92,787,671
152,4,1381,337,1660,584
153,1,1108,392,1690,978
153,2,328,421,712,1063
153,3,540,93,795,678
153,4,1382,338,1661,584
154,1,1108,392,1689,978
154,2,325,421,710,1064
154,3,544,92,800,680
154,4,1383,339,1660,584
155,1,1107,392,1687,978
155,2,327,423,711,1062
155,3,547,92,803,684
155,4,1382,338,1659,583
156,1,1106,394,1683,977
156,2,326,423,711,1062
156,3,549,91,806,688
156,4,1385,340,1660,583
157,1,1106,396,1679,976
157,2,326,422,712,1062
157,3,554,92,809,686
157,4,1387,340,1661,583
158,1,1107,398,1676,975
158,2,325,423,713,1062
158,3,559,94,811,681
158,4,1389,339,1663,583
159,1,1106,403,1672,977
159,2,320,423,709,1062
159,3,560,95,813,685
159,4,1390,339,1663,582
159,8,564,97,812,1034
160,1,1107,406,1670,978
160,2,322,423,711,1061
160,3,564,94,815,680
160,4,1395,339,1667,582
161,1,1107,408,1669,980
161,2,327,423,717,1058
161,3,565,96,816,682
161,4,1398,337,1668,582
162,1,1109,409,1669,980
162,2,335,423,728,1059
162,3,566,99,815,681
162,4,1399,337,1667,581
162,9,569,98,812,1010
163,1,1111,411,1670,980
163,2,340,425,736,1058
163,3,568,101,818,685
163,4,1399,336,1666,581
163,9,574,98,812,992
164,1,1114,413,1670,978
164,2,343,426,744,1061
164,3,572,103,817,676
164,4,1403,337,1665,579
164,9,581,100,806,938
165,1,1116,415,1670,976
165,2,345,424,753,1063
165,3,575,105,818,673
165,4,1408,337,1667,579
166,1,1119,416,1671,976
166,2,348,428,756,1061
166,3,578,106,823,677
166,4,1410,336,1666,578
167,1,1120,419,1669,975
167,2,344,430,755,1063
167,3,586,106,829,669
167,4,1411,336,1666,580
167,10,580,106,836,1022
168,1,1119,421,1669,976
168,2,346,428,758,1060
168,3,590,107,832,668
168,4,1415,338,1664,577
168,10,580,108,835,1019
169,1,1119,424,1666,976
169,2,348,431,760,1056
169,3,590,111,834,676
169,4,1413,339,1663,581
169,10,583,109,838,1019
170,1,1120,428,1664,975
170,2,342,430,761,1061
170,3,593,112,837,677
170,4,1412,341,1660,582
170,10,589,109,844,1019
171,1,1123,433,1663,974
171,2,340,430,763,1063
171,3,598,111,844,674
171,4,1412,341,1659,582
171,10,604,112,837,939
172,1,1121,435,1659,974
172,2,337,430,765,1063
172,3,599,112,845,672
172,4,1411,339,1659,583
172,10,599,114,842,974
173,1,1120,439,1657,975
173,2,336,429,769,1063
173,3,600,110,845,666
173,4,1412,339,1657,583
173,10,603,116,843,966
174,1,1119,440,1657,975
174,2,327,429,760,1064
174,3,603,111,848,665
174,4,1412,339,1655,582
174,10,595,115,847,1004
175,1,1119,440,1658,976
175,2,329,426,768,1064
175,3,606,111,850,664
175,4,1412,340,1652,582
175,10,597,118,851,1014
176,1,1119,441,1659,977
176,2,309,426,743,1062
176,4,1410,340,1651,584
176,10,597,118,853,1017
177,1,1117,441,1659,978
177,2,322,427,758,1062
177,4,1410,340,1650,584
177,10,602,118,858,1019
178,1,1116,441,1659,979
178,2,328,428,764,1058
178,4,1409,340,1648,584
178,10,605,123,860,1021
179,1,1116,441,1661,980
179,2,332,426,771,1056
179,3,621,126,860,661
179,4,1410,339,1647,582
179,10,610,126,865,1021
180,1,1116,441,1662,979
180,2,330,425,773,1056
180,3,623,129,863,664
180,4,1410,337,1647,582
180,10,614,126,869,1023
181,1,1114,440,1661,980
181,2,327,424,774,1057
181,3,626,131,865,664
181,4,1410,336,1646,581
181,10,617,130,871,1023
182,1,1113,439,1662,980
182,2,323,424,771,1056
182,3,629,132,868,663
182,4,1411,338,1643,579
182,10,618,136,871,1023
183,1,1111,436,1664,981
183,2,283,422,724,1060
183,4,1412,338,1641,577
183,10,618,139,871,1022
184,1,1110,434,1666,981
184,2,277,425,708,1062
184,4,1413,338,1640,577
184,10,619,142,872,1027
185,1,1107,428,1668,981
185,2,284,426,708,1062
185,4,1412,336,1639,575
185,10,619,148,870,1018
186,1,1104,424,1670,982
186,2,283,426,701,1061
186,4,1411,335,1638,575
186,10,621,151,869,1009
187,1,1103,420,1671,981
187,2,285,427,697,1059
187,4,1410,336,1636,575
187,10,619,150,870,1016
188,1,1101,416,1672,981
188,2,281,425,689,1061
188,4,1405,337,1633,578
188,10,616,153,870,1023
189,1,1102,415,1672,979
189,2,281,425,686,1061
189,4,1401,336,1631,580
189,10,616,155,871,1026
190,1,1101,412,1672,977
190,2,310,425,719,1061
190,4,1397,338,1626,578
190,10,616,156,870,1024
191,1,1100,408,1674,977
191,2,277,425,678,1062
191,4,1392,338,1619,574
191,10,615,158,871,1025
192,1,1098,404,1676,979
192,2,272,424,665,1060
192,4,1387,337,1612,570
192,10,614,158,869,1022
193,1,1098,402,1677,979
193,2,296,425,687,1058
193,4,1379,335,1603,567
193,10,613,158,869,1019
194,1,1099,399,1677,976
194,2,308,425,701,1058
194,4,1374,335,1599,565
194,10,613,156,870,1017
195,1,1097,396,1677,976
195,2,296,423,687,1059
195,4,1372,334,1601,567
195,10,612,153,871,1017
196,1,1095,395,1679,979
196,2,293,422,681,1059
196,4,1369,334,1602,570
196,10,611,151,872,1020
197,1,1095,395,1679,981
197,2,299,421,686,1060
197,4,1364,333,1599,569
197,10,610,148,873,1020
198,1,1096,394,1680,982
198,2,323,421,713,1056
198,4,1362,333,1600,571
198,10,610,145,873,1018
199,1,1097,394,1679,980
199,2,338,420,733,1050
199,4,1361,333,1603,572
199,10,611,143,875,1017
200,1,1096,392,1679,980
200,2,340,419,740,1048
200,4,1362,333,1608,574
200,10,609,142,874,1016
201,1,1095,390,1677,981
201,2,306,419,706,1055
201,4,1362,333,1609,572
201,10,608,142,874,1016
202,1,1096,390,1677,980
202,2,295,418,693,1057
202,4,1360,331,1611,570
202,10,608,142,874,1017
203,1,1098,390,1675,978
203,2,312,417,711,1054
203,4,1359,333,1612,571
203,10,610,142,877,1017
204,1,1098,390,1675,978
204,2,303,416,704,1059
204,4,1360,335,1611,569
204,10,611,142,878,1017
205,1,1099,390,1675,979
205,2,301,418,699,1062
205,4,1360,335,1613,569
205,10,613,142,880,1017
206,1,1100,390,1674,979
206,2,307,419,705,1061
206,4,1357,334,1616,572
206,10,615,145,882,1018
207,1,1100,390,1675,980
207,2,321,419,721,1058
207,4,1357,336,1615,572
207,10,617,148,883,1018
208,1,1099,391,1673,981
208,2,310,417,711,1061
208,4,1358,337,1616,571
208,10,618,149,883,1017
209,1,1099,392,1673,981
209,2,302,417,702,1062
209,4,1358,337,1616,569
209,10,618,150,884,1017
210,1,1101,393,1673,981
210,2,301,416,700,1064
210,4,1359,337,1620,573
210,10,620,150,886,1018
211,1,1103,395,1672,980
211,2,308,417,706,1063
211,4,1360,336,1625,576
211,10,623,149,891,1020
212,1,1105,396,1673,980
212,2,314,417,713,1060
212,4,1357,333,1628,578
212,10,625,147,894,1019
213,1,1108,398,1673,979
213,2,331,418,733,1055
213,4,1358,331,1632,579
213,10,626,147,895,1018
214,1,1112,401,1672,976
214,2,337,418,743,1053
214,4,1361,331,1636,582
214,10,632,143,903,1019
215,1,1114,404,1671,975
215,2,339,418,751,1052
215,4,1368,332,1639,581
215,10,636,143,907,1018
216,1,1117,405,1672,973
216,2,337,417,758,1055
216,4,1373,332,1641,580
216,10,635,140,907,1012
217,1,1116,405,1673,974
217,2,333,417,760,1056
217,4,1377,332,1641,579
217,10,636,139,909,1010
218,1,1116,404,1675,974
218,2,334,417,766,1056
218,4,1381,332,1639,578
218,10,636,139,911,1008
219,1,1117,404,1677,974
219,2,329,416,766,1057
219,4,1385,332,1639,577
219,10,636,140,914,1010
220,1,1119,406,1679,974
220,2,310,417,744,1057
220,4,1387,332,1638,577
220,10,637,141,915,1007
221,1,1121,408,1680,974
221,2,308,415,744,1059
221,4,1389,332,1638,576
221,10,637,141,916,1004
222,1,1123,410,1680,972
222,2,314,416,751,1059
222,4,1388,331,1636,576
222,10,642,138,919,992
223,1,1124,412,1680,972
223,2,305,416,741,1059
223,4,1389,331,1635,576
223,10,645,137,922,986
224,1,1123,413,1681,974
224,2,307,415,741,1058
224,4,1390,330,1633,574
224,10,649,136,928,990
225,1,1124,414,1682,973
225,2,301,415,732,1058
225,4,1391,331,1631,573
225,10,651,136,932,986
226,1,1126,418,1682,973
226,2,297,415,725,1057
226,4,1392,331,1630,573
226,10,654,132,940,994
227,1,1126,420,1682,974
227,2,312,414,745,1058
227,4,1390,331,1627,573
227,10,658,131,947,1003
228,1,1127,423,1683,976
228,2,320,415,753,1056
228,4,1390,331,1627,573
228,10,662,132,953,1007
229,1,1127,425,1684,977
229,2,303,411,738,1057
229,4,1387,327,1610,558
229,10,668,133,957,993
230,1,1128,427,1684,977
230,2,306,409,744,1060
230,4,1387,327,1608,556
230,10,670,133,961,996
231,1,1121,408,1693,975
231,2,313,409,754,1060
231,4,1386,327,1607,554
231,10,667,132,959,999
232,1,1130,426,1687,976
232,2,312,409,754,1061
232,10,671,131,962,997
233,1,1132,433,1684,978
233,2,289,408,729,1062
233,10,680,132,960,964
234,1,1130,424,1691,977
234,2,282,407,719,1063
234,10,681,131,967,985
235,1,1132,435,1685,978
235,2,292,408,727,1063
235,10,690,132,976,987
236,1,1134,441,1683,978
236,2,295,409,729,1063
236,10,695,133,982,994
236,11,1293,328,1621,576
237,1,1132,439,1684,979
237,2,301,409,734,1062
237,10,710,133,988,966
238,1,1135,443,1683,977
238,2,298,407,730,1061
238,4,1340,329,1587,572
238,10,724,130,995,944
239,1,1135,447,1682,979
239,2,301,405,733,1058
239,4,1337,329,1584,573
239,10,731,132,1009,973
240,1,1136,450,1683,980
240,2,287,405,715,1060
240,4,1328,328,1589,575
240,10,737,131,1020,993
241,1,1136,454,1682,981
241,2,281,402,705,1058
241,4,1328,329,1593,574
241,10,746,129,1029,990
242,1,1139,454,1683,979
242,2,279,400,701,1057
242,4,1325,329,1591,574
242,10,744,128,1036,1018
243,1,1140,460,1681,979
243,2,287,398,706,1055
243,4,1312,331,1575,567
243,10,762,127,1050,1009
244,1,1141,461,1680,977
244,2,284,397,701,1055
244,4,1317,331,1587,569
244,10,767,127,1061,1027
245,1,1143,464,1681,976
245,2,283,397,698,1059
245,4,1310,330,1587,569
245,10,786,125,1075,1008
246,1,1143,467,1682,977
246,2,282,395,696,1059
246,4,1307,330,1584,569
246,10,794,122,1083,1008
247,1,1144,469,1680,975
247,2,282,395,693,1060
247,4,1305,330,1582,569
247,10,803,121,1091,1003
248,1,1143,472,1679,974
248,2,282,394,691,1060
248,10,811,117,1097,987
249,1,1142,473,1677,973
249,2,284,393,691,1059
249,10,805,114,1091,976
250,1,1140,474,1677,973
250,2,287,393,691,1058
250,10,812,111,1097,957
251,1,1141,478,1676,973
251,2,286,392,690,1060
251,4,1290,329,1573,566
251,10,819,108,1105,949
252,1,1141,479,1679,975
252,2,286,392,690,1062
252,4,1286,330,1574,565
252,10,834,106,1119,944
253,1,1141,480,1678,974
253,2,284,391,687,1062
253,4,1283,330,1575,565
253,10,849,104,1126,920
254,1,1144,483,1678,972
254,2,281,388,685,1063
254,4,1281,329,1578,564
254,10,859,105,1136,919
255,1,1148,485,1675,964
255,2,283,388,683,1059
255,4,1281,329,1583,566
255,10,866,105,1141,915
256,1,1145,485,1676,967
256,2,283,387,681,1057
256,3,878,107,1136,661
256,4,1277,329,1582,566
256,10,874,104,1148,909
257,1,1144,485,1679,969
257,2,283,387,678,1056
257,3,881,106,1140,662
257,4,1275,329,1582,565
257,10,866,103,1167,1000
258,1,1141,485,1679,970
258,2,284,387,679,1057
258,3,885,105,1144,662
