video_name,camera_id,frame,timestamp_rel,timestamp_abs,track_id,x1,y1,x2,y2,bbox_area
exam scene1.mp4,0,24,0.7666666666666666,2025-12-26 22:06:48.394366,4,251,104,316,174,4550
exam scene1.mp4,0,24,0.7666666666666666,2025-12-26 22:06:48.394366,5,252,238,338,330,7912
exam scene1.mp4,0,24,0.7666666666666666,2025-12-26 22:06:48.394366,6,347,115,421,231,8584
exam scene1.mp4,0,24,0.7666666666666666,2025-12-26 22:06:48.394366,7,285,73,324,133,2340
exam scene1.mp4,0,24,0.7666666666666666,2025-12-26 22:06:48.394366,9,245,158,315,241,5810
exam scene1.mp4,0,24,0.7666666666666666,2025-12-26 22:06:48.394366,11,294,32,335,76,1804
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,1,440,130,519,291,12719
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,2,504,202,573,318,8004
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,3,95,38,140,89,2295
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,4,251,104,316,174,4550
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,5,252,238,338,330,7912
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,6,347,115,421,232,8658
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.668997,7,285,73,324,133,2340
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.670511,9,244,158,315,241,5893
exam scene1.mp4,0,25,0.8,2025-12-26 22:06:49.670511,11,294,32,335,76,1804
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.678657,1,441,132,518,291,12243
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,2,504,202,573,318,8004
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,3,95,38,140,89,2295
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,4,251,104,316,174,4550
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,5,252,238,338,330,7912
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,6,347,115,421,231,8584
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,7,285,73,324,134,2379
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,9,244,158,315,241,5893
exam scene1.mp4,0,26,0.8333333333333334,2025-12-26 22:06:50.681971,11,294,32,335,76,1804
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,1,441,132,518,291,12243
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,2,504,201,573,317,8004
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,3,94,38,140,89,2346
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,4,251,104,316,174,4550
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,5,252,238,338,329,7826
