frame,person_id,type
168,1,Excessive Head Turn
168,1,Excessive Hand Movement
168,2,Excessive Head Turn
168,2,Excessive Hand Movement
168,3,Excessive Head Turn
168,3,Excessive Hand Movement
168,6,Excessive Head Turn
168,6,Excessive Hand Movement
169,1,Excessive Head Turn
169,1,Excessive Hand Movement
169,2,Excessive Head Turn
169,2,Excessive Hand Movement
169,3,Excessive Head Turn
169,3,Excessive Hand Movement
169,6,Excessive Head Turn
169,6,Excessive Hand Movement
170,1,Excessive Head Turn
170,1,Excessive Hand Movement
170,2,Excessive Head Turn
170,2,Excessive Hand Movement
170,3,Excessive Head Turn
170,3,Excessive Hand Movement
171,1,Excessive Head Turn
171,1,Excessive Hand Movement
171,2,Excessive Head Turn
171,2,Excessive Hand Movement
171,3,Excessive Head Turn
171,3,Excessive Hand Movement
171,6,Excessive Head Turn
171,6,Excessive Hand Movement
172,1,Excessive Head Turn
172,1,Excessive Hand Movement
172,2,Excessive Head Turn
172,2,Excessive Hand Movement
172,3,Excessive Head Turn
172,3,Excessive Hand Movement
172,6,Excessive Head Turn
172,6,Excessive Hand Movement
173,1,Excessive Head Turn
173,1,Excessive Hand Movement
173,2,Excessive Head Turn
173,2,Excessive Hand Movement
173,3,Excessive Head Turn
173,3,Excessive Hand Movement
173,6,Excessive Head Turn
173,6,Excessive Hand Movement
174,1,Excessive Head Turn
174,1,Excessive Hand Movement
174,2,Excessive Head Turn
174,2,Excessive Hand Movement
174,3,Excessive Head Turn
174,3,Excessive Hand Movement
174,6,Excessive Head Turn
174,6,Excessive Hand Movement
175,1,Excessive Head Turn
175,1,Excessive Hand Movement
175,2,Excessive Head Turn
175,2,Excessive Hand Movement
175,3,Excessive Head Turn
175,3,Excessive Hand Movement
175,6,Excessive Head Turn
175,6,Excessive Hand Movement
176,1,Excessive Head Turn
176,1,Excessive Hand Movement
176,2,Excessive Head Turn
176,2,Excessive Hand Movement
176,3,Excessive Head Turn
176,3,Excessive Hand Movement
176,6,Excessive Head Turn
176,6,Excessive Hand Movement
177,1,Excessive Head Turn
177,1,Excessive Hand Movement
177,2,Excessive Head Turn
177,2,Excessive Hand Movement
177,3,Excessive Head Turn
177,3,Excessive Hand Movement
177,6,Excessive Head Turn
177,6,Excessive Hand Movement
178,2,Excessive Head Turn
178,2,Excessive Hand Movement
178,3,Excessive Head Turn
178,3,Excessive Hand Movement
178,6,Excessive Head Turn
178,6,Excessive Hand Movement
179,1,Excessive Head Turn
179,1,Excessive Hand Movement
179,2,Excessive Head Turn
179,2,Excessive Hand Movement
179,3,Excessive Head Turn
179,3,Excessive Hand Movement
179,6,Excessive Head Turn
179,6,Excessive Hand Movement
180,1,Excessive Head Turn
180,1,Excessive Hand Movement
180,2,Excessive Head Turn
180,2,Excessive Hand Movement
180,3,Excessive Head Turn
180,3,Excessive Hand Movement
180,6,Excessive Head Turn
180,6,Excessive Hand Movement
181,1,Excessive Head Turn
181,1,Excessive Hand Movement
181,2,Excessive Head Turn
181,2,Excessive Hand Movement
181,3,Excessive Head Turn
181,3,Excessive Hand Movement
181,6,Excessive Head Turn
181,6,Excessive Hand Movement
182,1,Excessive Head Turn
182,1,Excessive Hand Movement
182,2,Excessive Head Turn
182,2,Excessive Hand Movement
182,3,Excessive Head Turn
182,3,Excessive Hand Movement
182,6,Excessive Head Turn
182,6,Excessive Hand Movement
183,1,Excessive Head Turn
183,1,Excessive Hand Movement
183,2,Excessive Head Turn
183,2,Excessive Hand Movement
183,3,Excessive Head Turn
183,3,Excessive Hand Movement
184,1,Excessive Head Turn
184,1,Excessive Hand Movement
184,2,Excessive Head Turn
184,2,Excessive Hand Movement
184,3,Excessive Head Turn
184,3,Excessive Hand Movement
184,6,Excessive Head Turn
184,6,Excessive Hand Movement
185,1,Excessive Head Turn
185,1,Excessive Hand Movement
185,2,Excessive Head Turn
185,2,Excessive Hand Movement
185,3,Excessive Head Turn
185,3,Excessive Hand Movement
185,6,Excessive Head Turn
185,6,Excessive Hand Movement
186,1,Excessive Head Turn
186,1,Excessive Hand Movement
186,2,Excessive Head Turn
186,2,Excessive Hand Movement
186,3,Excessive Head Turn
186,3,Excessive Hand Movement
186,6,Excessive Head Turn
186,6,Excessive Hand Movement
187,1,Excessive Head Turn
187,1,Excessive Hand Movement
187,2,Excessive Head Turn
187,2,Excessive Hand Movement
187,3,Excessive Head Turn
187,3,Excessive Hand Movement
188,1,Excessive Head Turn
188,1,Excessive Hand Movement
188,2,Excessive Head Turn
188,2,Excessive Hand Movement
188,3,Excessive Head Turn
188,3,Excessive Hand Movement
188,6,Excessive Head Turn
188,6,Excessive Hand Movement
189,1,Excessive Head Turn
189,1,Excessive Hand Movement
189,2,Excessive Head Turn
189,2,Excessive Hand Movement
189,3,Excessive Head Turn
189,3,Excessive Hand Movement
189,6,Excessive Head Turn
189,6,Excessive Hand Movement
190,1,Excessive Head Turn
190,1,Excessive Hand Movement
190,2,Excessive Head Turn
190,2,Excessive Hand Movement
190,3,Excessive Head Turn
190,3,Excessive Hand Movement
190,6,Excessive Head Turn
190,6,Excessive Hand Movement
191,1,Excessive Head Turn
191,1,Excessive Hand Movement
191,2,Excessive Head Turn
191,2,Excessive Hand Movement
191,3,Excessive Head Turn
191,3,Excessive Hand Movement
191,6,Excessive Head Turn
191,6,Excessive Hand Movement
192,2,Excessive Head Turn
192,2,Excessive Hand Movement
192,3,Excessive Head Turn
192,3,Excessive Hand Movement
192,6,Excessive Head Turn
192,6,Excessive Hand Movement
193,1,Excessive Head Turn
193,1,Excessive Hand Movement
193,2,Excessive Head Turn
193,2,Excessive Hand Movement
193,3,Excessive Head Turn
193,3,Excessive Hand Movement
193,6,Excessive Head Turn
193,6,Excessive Hand Movement
194,1,Excessive Head Turn
194,1,Excessive Hand Movement
194,2,Excessive Head Turn
194,2,Excessive Hand Movement
194,6,Excessive Head Turn
194,6,Excessive Hand Movement
194,18,Excessive Head Turn
195,1,Excessive Head Turn
195,1,Excessive Hand Movement
195,2,Excessive Head Turn
195,2,Excessive Hand Movement
195,3,Excessive Head Turn
195,3,Excessive Hand Movement
195,6,Excessive Head Turn
195,6,Excessive Hand Movement
195,18,Excessive Head Turn
196,1,Excessive Head Turn
196,1,Excessive Hand Movement
196,6,Excessive Head Turn
196,6,Excessive Hand Movement
196,18,Excessive Head Turn
197,1,Excessive Head Turn
197,1,Excessive Hand Movement
197,2,Excessive Head Turn
197,2,Excessive Hand Movement
197,6,Excessive Head Turn
197,6,Excessive Hand Movement
197,18,Excessive Head Turn
198,1,Excessive Head Turn
198,1,Excessive Hand Movement
198,2,Excessive Head Turn
198,2,Excessive Hand Movement
198,3,Excessive Head Turn
198,3,Excessive Hand Movement
198,6,Excessive Head Turn
198,6,Excessive Hand Movement
199,1,Excessive Head Turn
199,1,Excessive Hand Movement
199,2,Excessive Head Turn
199,2,Excessive Hand Movement
199,3,Excessive Head Turn
199,3,Excessive Hand Movement
199,6,Excessive Head Turn
199,6,Excessive Hand Movement
199,18,Excessive Head Turn
200,1,Excessive Head Turn
200,1,Excessive Hand Movement
200,3,Excessive Head Turn
200,3,Excessive Hand Movement
200,6,Excessive Head Turn
200,6,Excessive Hand Movement
200,18,Excessive Head Turn
201,1,Excessive Head Turn
201,1,Excessive Hand Movement
201,2,Excessive Head Turn
201,2,Excessive Hand Movement
201,3,Excessive Head Turn
201,3,Excessive Hand Movement
201,6,Excessive Head Turn
201,6,Excessive Hand Movement
202,1,Excessive Head Turn
202,1,Excessive Hand Movement
202,2,Excessive Head Turn
202,2,Excessive Hand Movement
202,3,Excessive Head Turn
202,3,Excessive Hand Movement
202,6,Excessive Head Turn
202,6,Excessive Hand Movement
202,18,Excessive Head Turn
203,1,Excessive Head Turn
203,1,Excessive Hand Movement
203,2,Excessive Head Turn
203,2,Excessive Hand Movement
203,6,Excessive Head Turn
203,6,Excessive Hand Movement
203,18,Excessive Head Turn
204,1,Excessive Head Turn
204,1,Excessive Hand Movement
204,2,Excessive Head Turn
204,2,Excessive Hand Movement
204,3,Excessive Head Turn
204,3,Excessive Hand Movement
204,6,Excessive Head Turn
204,6,Excessive Hand Movement
205,1,Excessive Head Turn
205,1,Excessive Hand Movement
205,2,Excessive Head Turn
205,2,Excessive Hand Movement
205,3,Excessive Head Turn
205,3,Excessive Hand Movement
205,6,Excessive Head Turn
205,6,Excessive Hand Movement
206,1,Excessive Head Turn
206,1,Excessive Hand Movement
206,2,Excessive Head Turn
206,2,Excessive Hand Movement
206,3,Excessive Head Turn
206,3,Excessive Hand Movement
206,6,Excessive Head Turn
206,6,Excessive Hand Movement
206,18,Excessive Head Turn
207,1,Excessive Head Turn
207,1,Excessive Hand Movement
207,2,Excessive Head Turn
207,2,Excessive Hand Movement
207,6,Excessive Head Turn
207,6,Excessive Hand Movement
207,18,Excessive Head Turn
208,1,Excessive Head Turn
208,1,Excessive Hand Movement
208,2,Excessive Head Turn
208,2,Excessive Hand Movement
208,6,Excessive Head Turn
208,6,Excessive Hand Movement
208,18,Excessive Head Turn
209,1,Excessive Head Turn
209,1,Excessive Hand Movement
209,2,Excessive Head Turn
209,2,Excessive Hand Movement
209,3,Excessive Head Turn
209,3,Excessive Hand Movement
209,6,Excessive Head Turn
209,6,Excessive Hand Movement
209,18,Excessive Head Turn
210,1,Excessive Head Turn
210,1,Excessive Hand Movement
210,2,Excessive Head Turn
210,2,Excessive Hand Movement
210,6,Excessive Head Turn
210,6,Excessive Hand Movement
210,18,Excessive Head Turn
210,18,Excessive Hand Movement
211,1,Excessive Head Turn
211,1,Excessive Hand Movement
211,2,Excessive Head Turn
211,2,Excessive Hand Movement
211,6,Excessive Head Turn
211,6,Excessive Hand Movement
211,18,Excessive Head Turn
211,18,Excessive Hand Movement
212,1,Excessive Head Turn
212,1,Excessive Hand Movement
212,2,Excessive Head Turn
212,2,Excessive Hand Movement
212,3,Excessive Head Turn
212,3,Excessive Hand Movement
212,6,Excessive Head Turn
212,6,Excessive Hand Movement
212,18,Excessive Head Turn
212,18,Excessive Hand Movement
213,1,Excessive Head Turn
213,1,Excessive Hand Movement
213,3,Excessive Head Turn
213,3,Excessive Hand Movement
213,6,Excessive Head Turn
213,6,Excessive Hand Movement
214,1,Excessive Head Turn
214,1,Excessive Hand Movement
214,2,Excessive Head Turn
214,2,Excessive Hand Movement
214,3,Excessive Head Turn
214,3,Excessive Hand Movement
214,6,Excessive Head Turn
214,6,Excessive Hand Movement
214,18,Excessive Head Turn
214,18,Excessive Hand Movement
215,1,Excessive Head Turn
215,1,Excessive Hand Movement
215,2,Excessive Head Turn
215,2,Excessive Hand Movement
215,3,Excessive Head Turn
215,3,Excessive Hand Movement
215,6,Excessive Head Turn
215,6,Excessive Hand Movement
216,1,Excessive Head Turn
216,1,Excessive Hand Movement
216,2,Excessive Head Turn
216,2,Excessive Hand Movement
216,3,Excessive Head Turn
216,3,Excessive Hand Movement
216,6,Excessive Head Turn
216,6,Excessive Hand Movement
217,2,Excessive Head Turn
217,2,Excessive Hand Movement
217,3,Excessive Head Turn
217,3,Excessive Hand Movement
217,6,Excessive Head Turn
217,6,Excessive Hand Movement
217,18,Excessive Head Turn
217,18,Excessive Hand Movement
218,1,Excessive Head Turn
218,1,Excessive Hand Movement
218,2,Excessive Head Turn
218,2,Excessive Hand Movement
218,3,Excessive Head Turn
218,3,Excessive Hand Movement
218,6,Excessive Head Turn
218,6,Excessive Hand Movement
219,1,Excessive Head Turn
219,1,Excessive Hand Movement
219,2,Excessive Head Turn
219,2,Excessive Hand Movement
219,3,Excessive Head Turn
219,3,Excessive Hand Movement
219,6,Excessive Head Turn
219,6,Excessive Hand Movement
219,18,Excessive Head Turn
219,18,Excessive Hand Movement
220,1,Excessive Head Turn
220,1,Excessive Hand Movement
220,2,Excessive Head Turn
220,2,Excessive Hand Movement
220,3,Excessive Head Turn
220,3,Excessive Hand Movement
220,6,Excessive Head Turn
220,6,Excessive Hand Movement
220,18,Excessive Head Turn
220,18,Excessive Hand Movement
221,1,Excessive Head Turn
221,1,Excessive Hand Movement
221,2,Excessive Head Turn
221,2,Excessive Hand Movement
221,3,Excessive Head Turn
221,3,Excessive Hand Movement
221,6,Excessive Head Turn
221,6,Excessive Hand Movement
221,18,Excessive Head Turn
221,18,Excessive Hand Movement
222,1,Excessive Head Turn
222,1,Excessive Hand Movement
222,3,Excessive Head Turn
222,3,Excessive Hand Movement
222,6,Excessive Head Turn
222,6,Excessive Hand Movement
222,18,Excessive Head Turn
222,18,Excessive Hand Movement
223,1,Excessive Head Turn
223,1,Excessive Hand Movement
223,2,Excessive Head Turn
223,2,Excessive Hand Movement
223,3,Excessive Head Turn
223,3,Excessive Hand Movement
223,6,Excessive Head Turn
223,6,Excessive Hand Movement
224,1,Excessive Head Turn
224,1,Excessive Hand Movement
224,2,Excessive Head Turn
224,2,Excessive Hand Movement
224,3,Excessive Head Turn
224,3,Excessive Hand Movement
224,6,Excessive Head Turn
224,6,Excessive Hand Movement
224,18,Excessive Head Turn
224,18,Excessive Hand Movement
225,1,Excessive Head Turn
225,1,Excessive Hand Movement
225,2,Excessive Head Turn
225,2,Excessive Hand Movement
225,3,Excessive Head Turn
225,3,Excessive Hand Movement
225,6,Excessive Head Turn
225,6,Excessive Hand Movement
226,1,Excessive Head Turn
226,1,Excessive Hand Movement
226,2,Excessive Head Turn
226,2,Excessive Hand Movement
226,3,Excessive Head Turn
226,3,Excessive Hand Movement
226,6,Excessive Head Turn
226,6,Excessive Hand Movement
226,18,Excessive Head Turn
226,18,Excessive Hand Movement
227,1,Excessive Head Turn
227,1,Excessive Hand Movement
227,3,Excessive Head Turn
227,3,Excessive Hand Movement
227,6,Excessive Head Turn
227,6,Excessive Hand Movement
227,18,Excessive Head Turn
227,18,Excessive Hand Movement
228,1,Excessive Head Turn
228,1,Excessive Hand Movement
228,2,Excessive Head Turn
228,2,Excessive Hand Movement
228,3,Excessive Head Turn
228,3,Excessive Hand Movement
228,6,Excessive Head Turn
228,6,Excessive Hand Movement
228,18,Excessive Head Turn
228,18,Excessive Hand Movement
229,1,Excessive Head Turn
229,1,Excessive Hand Movement
229,3,Excessive Head Turn
229,3,Excessive Hand Movement
229,6,Excessive Head Turn
229,6,Excessive Hand Movement
229,18,Excessive Head Turn
229,18,Excessive Hand Movement
230,1,Excessive Head Turn
230,1,Excessive Hand Movement
230,2,Excessive Head Turn
230,2,Excessive Hand Movement
230,3,Excessive Head Turn
230,3,Excessive Hand Movement
230,6,Excessive Head Turn
230,6,Excessive Hand Movement
230,18,Excessive Head Turn
230,18,Excessive Hand Movement
231,1,Excessive Head Turn
231,1,Excessive Hand Movement
231,3,Excessive Head Turn
231,3,Excessive Hand Movement
231,6,Excessive Head Turn
231,6,Excessive Hand Movement
231,18,Excessive Head Turn
231,18,Excessive Hand Movement
232,1,Excessive Head Turn
232,1,Excessive Hand Movement
232,2,Excessive Head Turn
232,2,Excessive Hand Movement
232,3,Excessive Head Turn
232,3,Excessive Hand Movement
232,6,Excessive Head Turn
232,6,Excessive Hand Movement
233,1,Excessive Head Turn
233,1,Excessive Hand Movement
233,2,Excessive Head Turn
233,2,Excessive Hand Movement
233,3,Excessive Head Turn
233,3,Excessive Hand Movement
233,6,Excessive Head Turn
233,6,Excessive Hand Movement
233,18,Excessive Head Turn
233,18,Excessive Hand Movement
234,1,Excessive Head Turn
234,1,Excessive Hand Movement
234,3,Excessive Head Turn
234,3,Excessive Hand Movement
234,6,Excessive Head Turn
234,6,Excessive Hand Movement
234,18,Excessive Head Turn
234,18,Excessive Hand Movement
235,1,Excessive Head Turn
235,1,Excessive Hand Movement
235,3,Excessive Head Turn
235,3,Excessive Hand Movement
235,6,Excessive Head Turn
235,6,Excessive Hand Movement
235,18,Excessive Head Turn
235,18,Excessive Hand Movement
236,1,Excessive Head Turn
236,1,Excessive Hand Movement
236,2,Excessive Head Turn
236,2,Excessive Hand Movement
236,3,Excessive Head Turn
236,3,Excessive Hand Movement
236,6,Excessive Head Turn
236,6,Excessive Hand Movement
236,18,Excessive Head Turn
236,18,Excessive Hand Movement
237,1,Excessive Head Turn
237,1,Excessive Hand Movement
237,2,Excessive Head Turn
237,2,Excessive Hand Movement
237,3,Excessive Head Turn
237,3,Excessive Hand Movement
237,6,Excessive Head Turn
237,6,Excessive Hand Movement
238,1,Excessive Head Turn
238,1,Excessive Hand Movement
238,2,Excessive Head Turn
238,2,Excessive Hand Movement
238,3,Excessive Head Turn
238,3,Excessive Hand Movement
238,6,Excessive Head Turn
238,6,Excessive Hand Movement
238,18,Excessive Head Turn
238,18,Excessive Hand Movement
239,1,Excessive Head Turn
239,1,Excessive Hand Movement
239,2,Excessive Head Turn
239,2,Excessive Hand Movement
239,3,Excessive Head Turn
239,3,Excessive Hand Movement
239,6,Excessive Head Turn
239,6,Excessive Hand Movement
240,1,Excessive Head Turn
240,1,Excessive Hand Movement
240,2,Excessive Head Turn
240,2,Excessive Hand Movement
240,3,Excessive Head Turn
240,3,Excessive Hand Movement
240,6,Excessive Head Turn
240,6,Excessive Hand Movement
240,18,Excessive Head Turn
240,18,Excessive Hand Movement
241,1,Excessive Head Turn
241,1,Excessive Hand Movement
241,2,Excessive Head Turn
241,2,Excessive Hand Movement
241,3,Excessive Head Turn
241,3,Excessive Hand Movement
241,6,Excessive Head Turn
241,6,Excessive Hand Movement
242,1,Excessive Head Turn
242,1,Excessive Hand Movement
242,2,Excessive Head Turn
242,2,Excessive Hand Movement
242,3,Excessive Head Turn
242,3,Excessive Hand Movement
242,6,Excessive Head Turn
242,6,Excessive Hand Movement
242,18,Excessive Head Turn
242,18,Excessive Hand Movement
243,2,Excessive Head Turn
243,2,Excessive Hand Movement
243,3,Excessive Head Turn
243,3,Excessive Hand Movement
243,6,Excessive Head Turn
243,6,Excessive Hand Movement
243,18,Excessive Head Turn
243,18,Excessive Hand Movement
244,1,Excessive Head Turn
244,1,Excessive Hand Movement
244,2,Excessive Head Turn
244,2,Excessive Hand Movement
244,18,Excessive Head Turn
244,18,Excessive Hand Movement
245,1,Excessive Head Turn
245,1,Excessive Hand Movement
245,2,Excessive Head Turn
245,2,Excessive Hand Movement
245,3,Excessive Head Turn
245,3,Excessive Hand Movement
245,6,Excessive Head Turn
245,6,Excessive Hand Movement
245,18,Excessive Head Turn
245,18,Excessive Hand Movement
246,1,Excessive Head Turn
246,1,Excessive Hand Movement
246,2,Excessive Head Turn
246,2,Excessive Hand Movement
246,6,Excessive Head Turn
246,6,Excessive Hand Movement
246,18,Excessive Head Turn
246,18,Excessive Hand Movement
247,1,Excessive Head Turn
247,1,Excessive Hand Movement
247,2,Excessive Head Turn
247,2,Excessive Hand Movement
247,6,Excessive Head Turn
247,6,Excessive Hand Movement
247,18,Excessive Head Turn
247,18,Excessive Hand Movement
248,1,Excessive Head Turn
248,1,Excessive Hand Movement
248,2,Excessive Head Turn
248,2,Excessive Hand Movement
248,3,Excessive Head Turn
248,3,Excessive Hand Movement
248,6,Excessive Head Turn
248,6,Excessive Hand Movement
248,18,Excessive Head Turn
248,18,Excessive Hand Movement
249,1,Excessive Head Turn
249,1,Excessive Hand Movement
249,3,Excessive Head Turn
249,3,Excessive Hand Movement
249,6,Excessive Head Turn
249,6,Excessive Hand Movement
249,18,Excessive Head Turn
249,18,Excessive Hand Movement
250,1,Excessive Head Turn
250,1,Excessive Hand Movement
250,2,Excessive Head Turn
250,2,Excessive Hand Movement
250,3,Excessive Head Turn
250,3,Excessive Hand Movement
250,6,Excessive Head Turn
250,6,Excessive Hand Movement
251,2,Excessive Head Turn
251,2,Excessive Hand Movement
251,3,Excessive Head Turn
251,3,Excessive Hand Movement
251,6,Excessive Head Turn
251,6,Excessive Hand Movement
251,18,Excessive Head Turn
251,18,Excessive Hand Movement
252,1,Excessive Head Turn
252,1,Excessive Hand Movement
252,2,Excessive Head Turn
252,2,Excessive Hand Movement
252,3,Excessive Head Turn
252,3,Excessive Hand Movement
252,6,Excessive Head Turn
252,6,Excessive Hand Movement
252,18,Excessive Head Turn
252,18,Excessive Hand Movement
253,1,Excessive Head Turn
253,1,Excessive Hand Movement
253,3,Excessive Head Turn
253,3,Excessive Hand Movement
253,6,Excessive Head Turn
253,6,Excessive Hand Movement
253,18,Excessive Head Turn
253,18,Excessive Hand Movement
254,1,Excessive Head Turn
254,1,Excessive Hand Movement
254,3,Excessive Head Turn
254,3,Excessive Hand Movement
254,6,Excessive Head Turn
254,6,Excessive Hand Movement
254,18,Excessive Head Turn
254,18,Excessive Hand Movement
255,1,Excessive Head Turn
255,1,Excessive Hand Movement
255,3,Excessive Head Turn
255,3,Excessive Hand Movement
255,6,Excessive Head Turn
255,6,Excessive Hand Movement
256,1,Excessive Head Turn
256,1,Excessive Hand Movement
256,2,Excessive Head Turn
256,2,Excessive Hand Movement
256,3,Excessive Head Turn
256,3,Excessive Hand Movement
256,6,Excessive Head Turn
256,6,Excessive Hand Movement
256,18,Excessive Head Turn
256,18,Excessive Hand Movement
257,1,Excessive Head Turn
257,1,Excessive Hand Movement
257,2,Excessive Head Turn
257,2,Excessive Hand Movement
257,6,Excessive Head Turn
257,6,Excessive Hand Movement
257,18,Excessive Head Turn
257,18,Excessive Hand Movement
258,1,Excessive Head Turn
258,1,Excessive Hand Movement
258,2,Excessive Head Turn
258,2,Excessive Hand Movement
258,3,Excessive Head Turn
258,3,Excessive Hand Movement
258,6,Excessive Head Turn
258,6,Excessive Hand Movement
258,18,Excessive Head Turn
258,18,Excessive Hand Movement
259,1,Excessive Head Turn
259,1,Excessive Hand Movement
259,2,Excessive Head Turn
259,2,Excessive Hand Movement
259,3,Excessive Head Turn
259,3,Excessive Hand Movement
259,6,Excessive Head Turn
259,6,Excessive Hand Movement
260,1,Excessive Head Turn
260,1,Excessive Hand Movement
260,2,Excessive Head Turn
260,2,Excessive Hand Movement
260,3,Excessive Head Turn
260,3,Excessive Hand Movement
260,6,Excessive Head Turn
260,6,Excessive Hand Movement
260,18,Excessive Head Turn
260,18,Excessive Hand Movement
261,1,Excessive Head Turn
261,1,Excessive Hand Movement
261,2,Excessive Head Turn
261,2,Excessive Hand Movement
261,3,Excessive Head Turn
261,3,Excessive Hand Movement
261,6,Excessive Head Turn
261,6,Excessive Hand Movement
262,2,Excessive Head Turn
262,2,Excessive Hand Movement
262,3,Excessive Head Turn
262,3,Excessive Hand Movement
262,6,Excessive Head Turn
262,6,Excessive Hand Movement
262,18,Excessive Head Turn
262,18,Excessive Hand Movement
263,1,Excessive Head Turn
263,1,Excessive Hand Movement
263,2,Excessive Head Turn
263,2,Excessive Hand Movement
263,3,Excessive Head Turn
263,3,Excessive Hand Movement
263,18,Excessive Head Turn
263,18,Excessive Hand Movement
264,1,Excessive Head Turn
264,1,Excessive Hand Movement
264,2,Excessive Head Turn
264,2,Excessive Hand Movement
264,3,Excessive Head Turn
264,3,Excessive Hand Movement
264,6,Excessive Head Turn
264,6,Excessive Hand Movement
264,18,Excessive Head Turn
264,18,Excessive Hand Movement
265,1,Excessive Head Turn
265,1,Excessive Hand Movement
265,2,Excessive Head Turn
265,2,Excessive Hand Movement
265,6,Excessive Head Turn
265,6,Excessive Hand Movement
265,18,Excessive Head Turn
265,18,Excessive Hand Movement
266,1,Excessive Head Turn
266,1,Excessive Hand Movement
266,2,Excessive Head Turn
266,2,Excessive Hand Movement
266,6,Excessive Head Turn
266,6,Excessive Hand Movement
266,18,Excessive Head Turn
266,18,Excessive Hand Movement
267,1,Excessive Head Turn
267,1,Excessive Hand Movement
267,2,Excessive Head Turn
267,2,Excessive Hand Movement
267,3,Excessive Head Turn
267,3,Excessive Hand Movement
267,6,Excessive Head Turn
267,6,Excessive Hand Movement
268,1,Excessive Head Turn
268,1,Excessive Hand Movement
268,2,Excessive Head Turn
268,2,Excessive Hand Movement
268,3,Excessive Head Turn
268,3,Excessive Hand Movement
268,6,Excessive Head Turn
268,6,Excessive Hand Movement
268,18,Excessive Head Turn
268,18,Excessive Hand Movement
269,1,Excessive Head Turn
269,1,Excessive Hand Movement
269,3,Excessive Head Turn
269,3,Excessive Hand Movement
269,6,Excessive Head Turn
269,6,Excessive Hand Movement
269,18,Excessive Head Turn
269,18,Excessive Hand Movement
270,1,Excessive Head Turn
270,1,Excessive Hand Movement
270,2,Excessive Head Turn
270,2,Excessive Hand Movement
270,6,Excessive Head Turn
270,6,Excessive Hand Movement
270,18,Excessive Head Turn
270,18,Excessive Hand Movement
271,1,Excessive Head Turn
271,1,Excessive Hand Movement
271,2,Excessive Head Turn
271,2,Excessive Hand Movement
271,3,Excessive Head Turn
271,3,Excessive Hand Movement
271,6,Excessive Head Turn
271,6,Excessive Hand Movement
271,18,Excessive Head Turn
271,18,Excessive Hand Movement
272,1,Excessive Head Turn
272,1,Excessive Hand Movement
272,2,Excessive Head Turn
272,2,Excessive Hand Movement
272,3,Excessive Head Turn
272,3,Excessive Hand Movement
272,6,Excessive Head Turn
272,6,Excessive Hand Movement
273,1,Excessive Head Turn
273,1,Excessive Hand Movement
273,2,Excessive Head Turn
273,2,Excessive Hand Movement
273,3,Excessive Head Turn
273,3,Excessive Hand Movement
273,6,Excessive Head Turn
273,6,Excessive Hand Movement
274,1,Excessive Head Turn
274,1,Excessive Hand Movement
274,2,Excessive Head Turn
274,2,Excessive Hand Movement
274,3,Excessive Head Turn
274,3,Excessive Hand Movement
274,6,Excessive Head Turn
274,6,Excessive Hand Movement
274,18,Excessive Head Turn
274,18,Excessive Hand Movement
275,1,Excessive Head Turn
275,1,Excessive Hand Movement
275,6,Excessive Head Turn
275,6,Excessive Hand Movement
276,1,Excessive Head Turn
276,1,Excessive Hand Movement
276,2,Excessive Head Turn
276,2,Excessive Hand Movement
276,3,Excessive Head Turn
276,3,Excessive Hand Movement
276,6,Excessive Head Turn
276,6,Excessive Hand Movement
276,18,Excessive Head Turn
276,18,Excessive Hand Movement
277,1,Excessive Head Turn
277,1,Excessive Hand Movement
277,2,Excessive Head Turn
277,2,Excessive Hand Movement
277,3,Excessive Head Turn
277,3,Excessive Hand Movement
277,6,Excessive Head Turn
277,6,Excessive Hand Movement
278,1,Excessive Head Turn
278,1,Excessive Hand Movement
278,2,Excessive Head Turn
278,2,Excessive Hand Movement
278,3,Excessive Head Turn
278,3,Excessive Hand Movement
278,6,Excessive Head Turn
278,6,Excessive Hand Movement
278,18,Excessive Head Turn
278,18,Excessive Hand Movement
279,1,Excessive Head Turn
279,1,Excessive Hand Movement
279,2,Excessive Head Turn
279,2,Excessive Hand Movement
279,3,Excessive Head Turn
279,3,Excessive Hand Movement
280,1,Excessive Head Turn
280,1,Excessive Hand Movement
280,2,Excessive Head Turn
280,2,Excessive Hand Movement
280,3,Excessive Head Turn
280,3,Excessive Hand Movement
280,6,Excessive Head Turn
280,6,Excessive Hand Movement
280,18,Excessive Head Turn
280,18,Excessive Hand Movement
281,1,Excessive Head Turn
281,1,Excessive Hand Movement
281,3,Excessive Head Turn
281,3,Excessive Hand Movement
281,6,Excessive Head Turn
281,6,Excessive Hand Movement
281,18,Excessive Head Turn
281,18,Excessive Hand Movement
282,1,Excessive Head Turn
282,1,Excessive Hand Movement
282,2,Excessive Head Turn
282,2,Excessive Hand Movement
282,3,Excessive Head Turn
282,3,Excessive Hand Movement
282,6,Excessive Head Turn
282,6,Excessive Hand Movement
283,2,Excessive Head Turn
283,2,Excessive Hand Movement
283,3,Excessive Head Turn
283,3,Excessive Hand Movement
283,6,Excessive Head Turn
283,6,Excessive Hand Movement
284,2,Excessive Head Turn
284,2,Excessive Hand Movement
284,3,Excessive Head Turn
284,3,Excessive Hand Movement
284,6,Excessive Head Turn
284,6,Excessive Hand Movement
284,18,Excessive Head Turn
284,18,Excessive Hand Movement
285,1,Excessive Head Turn
285,1,Excessive Hand Movement
285,2,Excessive Head Turn
