frame,label,confidence,x1,y1,x2,y2
6,person,0.41831228137016296,409,34,446,79
6,person,0.415860116481781,249,235,339,331
6,person,0.40933188796043396,348,114,420,181
7,person,0.8579882979393005,442,136,523,290
7,person,0.8299456834793091,506,203,574,318
7,person,0.7501009702682495,96,38,141,89
7,person,0.6270418763160706,251,104,317,176
7,person,0.5640124678611755,245,158,319,243
7,person,0.525536298751831,347,114,420,229
7,person,0.5249271392822266,284,65,326,134
7,person,0.488515704870224,293,32,333,76
7,person,0.45565924048423767,167,70,215,152
7,person,0.42548418045043945,408,34,446,79
7,person,0.4230251908302307,250,235,339,330
8,person,0.8558964133262634,442,136,523,289
8,person,0.824298083782196,506,203,574,318
8,person,0.7545323371887207,96,38,141,88
8,person,0.6395206451416016,251,104,317,175
8,person,0.6098569631576538,251,235,339,332
8,person,0.5582786202430725,245,158,319,247
8,person,0.5204886794090271,283,60,325,132
8,person,0.5191516876220703,347,114,420,229
8,person,0.48448261618614197,348,114,420,185
8,person,0.4822061061859131,293,32,333,76
8,person,0.45755428075790405,168,70,215,152
8,person,0.43363696336746216,408,34,445,79
9,person,0.8629467487335205,442,137,522,290
9,person,0.8242310881614685,505,203,574,318
9,person,0.7572080492973328,95,38,141,88
9,person,0.7247306108474731,251,236,339,332
9,person,0.6413428783416748,251,104,317,175
9,person,0.618130087852478,245,158,319,242
9,person,0.5561072826385498,283,61,325,132
9,person,0.537686824798584,347,114,420,229
9,person,0.49370077252388,293,32,334,76
9,person,0.4753827750682831,348,114,420,186
9,person,0.4645392894744873,408,34,446,79
9,person,0.44687461853027344,167,70,215,152
10,person,0.8608319759368896,442,137,521,290
10,person,0.8262415528297424,505,203,574,318
10,person,0.7626512050628662,95,38,141,88
10,person,0.6646783351898193,245,158,319,240
10,person,0.6395159959793091,251,104,316,175
10,person,0.5790305137634277,251,235,339,331
10,person,0.5352633595466614,284,67,326,134
10,person,0.5126467943191528,348,114,420,229
10,person,0.4725184142589569,408,34,446,80
10,person,0.46069616079330444,293,32,334,76
10,person,0.44101643562316895,167,70,215,152
11,person,0.8605084419250488,442,137,521,290
11,person,0.8280631899833679,505,203,574,318
11,person,0.7577455043792725,95,38,141,88
11,person,0.6644836664199829,245,158,319,240
11,person,0.6401020884513855,251,104,316,175
11,person,0.5781377553939819,251,235,339,331
11,person,0.537297248840332,284,67,326,134
11,person,0.5140895843505859,348,114,420,229
11,person,0.47176238894462585,408,34,446,80
11,person,0.4610815644264221,293,32,334,76
11,person,0.4346829354763031,167,70,215,152
12,person,0.8704231381416321,442,134,520,290
12,person,0.8279625177383423,505,203,574,318
12,person,0.7678242921829224,95,38,141,88
12,person,0.7133494019508362,251,235,339,333
12,person,0.699857234954834,246,158,319,241
12,person,0.6340330839157104,251,104,317,175
12,person,0.5800084471702576,348,114,421,231
12,person,0.5418531894683838,284,69,326,134
12,person,0.47393089532852173,408,34,446,80
12,person,0.4650363326072693,291,32,334,77
12,person,0.43628522753715515,167,70,215,152
13,person,0.8685867786407471,442,132,520,290
13,person,0.8259344100952148,505,203,574,318
13,person,0.7731186747550964,252,236,339,333
13,person,0.7661008834838867,95,38,141,88
13,person,0.7109937071800232,245,158,319,241
13,person,0.639782190322876,251,104,316,175
13,person,0.59042888879776,348,114,421,231
13,person,0.5380089282989502,284,68,326,135
13,person,0.4864642024040222,293,32,334,76
13,person,0.4330061078071594,167,70,215,151
13,person,0.4202812612056732,408,34,446,80
14,person,0.8681963086128235,442,132,518,290
14,person,0.8275973796844482,505,203,574,318
14,person,0.7695354223251343,95,38,141,88
14,person,0.7343276739120483,252,236,339,333
14,person,0.703183650970459,245,158,319,241
14,person,0.6472653746604919,251,104,316,175
14,person,0.5892569422721863,348,114,421,231
14,person,0.5257781744003296,293,32,334,76
14,person,0.51556795835495,284,67,326,134
14,person,0.4387097954750061,167,70,215,151
14,person,0.4266706705093384,408,34,446,80
15,person,0.8691198229789734,442,133,517,290
15,person,0.8264641761779785,505,203,574,318
15,person,0.771009624004364,95,38,141,88
15,person,0.7499582767486572,252,237,339,332
15,person,0.7188697457313538,245,158,317,241
15,person,0.6494510173797607,251,104,316,174
15,person,0.5534457564353943,293,32,334,76
15,person,0.51236492395401,347,114,420,229
15,person,0.49566930532455444,284,67,326,134
15,person,0.4684867858886719,348,114,420,191
15,person,0.45975592732429504,167,70,215,152
15,person,0.422456294298172,407,34,445,80
15,person,0.41685912013053894,54,143,169,257
16,person,0.8560705780982971,441,131,517,290
16,person,0.8246878981590271,505,203,573,318
16,person,0.7671341896057129,95,38,141,88
16,person,0.7228976488113403,245,158,317,241
16,person,0.7203497886657715,252,237,339,330
16,person,0.6479446887969971,251,104,316,175
16,person,0.5724469423294067,348,115,421,231
16,person,0.5210028886795044,293,32,334,76
16,person,0.4896295666694641,284,69,326,134
16,person,0.44853705167770386,167,70,215,151
16,person,0.4376160204410553,54,145,168,257
16,person,0.4136871099472046,408,34,445,79
16,person,0.40250784158706665,347,114,420,180
17,person,0.8582525849342346,442,131,517,291
17,person,0.8074107766151428,505,203,574,318
17,person,0.7564690709114075,96,38,141,89
17,person,0.7440346479415894,245,158,317,241
17,person,0.7324552536010742,252,237,339,330
17,person,0.6493065357208252,251,104,316,175
17,person,0.5780945420265198,348,115,421,231
17,person,0.5182921886444092,293,32,334,76
17,person,0.5005999803543091,284,70,326,134
17,person,0.4460397958755493,167,70,215,152
17,person,0.43963387608528137,54,145,168,257
17,person,0.41387030482292175,408,34,445,79
18,person,0.8563441634178162,441,131,517,291
18,person,0.8065283894538879,504,203,574,319
18,person,0.7590053677558899,96,38,141,89
18,person,0.7409061193466187,245,158,316,241
18,person,0.66569584608078,251,238,339,331
18,person,0.643849790096283,251,104,316,175
18,person,0.5825090408325195,348,115,421,231
18,person,0.5123063921928406,293,32,334,76
18,person,0.45392340421676636,284,70,326,134
18,person,0.44452688097953796,167,70,215,151
18,person,0.43338698148727417,408,35,445,79
19,person,0.8504471182823181,441,129,517,291
19,person,0.8049152493476868,505,203,574,318
19,person,0.7674421668052673,245,158,316,242
19,person,0.7560737729072571,96,38,141,89
19,person,0.7137432098388672,252,238,339,328
19,person,0.6473007202148438,251,104,317,175
19,person,0.5862342119216919,348,115,421,231
19,person,0.5123419761657715,294,32,335,76
19,person,0.46404337882995605,284,70,326,133
19,person,0.4339355528354645,167,70,215,151
19,person,0.42260977625846863,408,35,445,79
20,person,0.8481667041778564,441,131,518,291
20,person,0.8109175562858582,505,203,574,319
20,person,0.7609526515007019,245,158,316,242
20,person,0.7524757385253906,96,38,141,89
20,person,0.7166135311126709,252,238,339,329
20,person,0.6383909583091736,251,104,317,175
20,person,0.5740358829498291,348,115,421,231
20,person,0.5160881280899048,284,73,326,134
20,person,0.4780719578266144,293,32,335,76
20,person,0.4309629201889038,167,70,215,151
20,person,0.4303949773311615,408,35,445,79
21,person,0.8493939638137817,442,130,519,293
21,person,0.8214944005012512,505,203,574,319
21,person,0.7558469176292419,96,38,141,89
21,person,0.7510305643081665,245,158,316,242
21,person,0.698043167591095,252,238,339,328
21,person,0.6374586820602417,251,104,317,175
21,person,0.5757431983947754,348,115,421,231
21,person,0.5223303437232971,284,73,326,133
21,person,0.4688156247138977,293,32,335,76
21,person,0.4403899610042572,167,70,215,151
21,person,0.4386831820011139,408,35,445,79
22,person,0.8529588580131531,441,131,519,291
22,person,0.8319241404533386,505,203,574,318
22,person,0.7503652572631836,95,38,141,89
22,person,0.7471718788146973,245,158,316,242
22,person,0.7172024846076965,252,238,339,330
22,person,0.6386533379554749,251,104,317,175
22,person,0.582001268863678,348,115,421,232
22,person,0.5349681973457336,284,73,326,134
22,person,0.4761972427368164,293,32,336,76
22,person,0.4555407464504242,167,70,215,151
22,person,0.42641764879226685,408,35,445,79
23,person,0.8502233624458313,441,131,519,291
23,person,0.8279110789299011,505,203,574,318
23,person,0.748718798160553,95,38,141,89
23,person,0.7484670281410217,245,158,316,242
23,person,0.7224466800689697,252,238,339,331
23,person,0.6373775601387024,251,104,317,174
23,person,0.5831276178359985,348,115,421,232
23,person,0.5529817938804626,284,73,326,134
23,person,0.4849209189414978,293,32,336,76
23,person,0.4481646418571472,167,70,215,151
23,person,0.4287952780723572,408,35,445,79
24,person,0.8589476346969604,441,131,519,291
24,person,0.831781268119812,504,202,573,318
24,person,0.7508305311203003,95,38,141,89
24,person,0.7438383102416992,245,158,315,242
24,person,0.6891911029815674,251,238,339,330
24,person,0.6292044520378113,251,104,317,175
24,person,0.5764086246490479,348,115,421,232
24,person,0.5596542358398438,284,74,326,134
24,person,0.46857497096061707,293,31,336,76
24,person,0.4512856602668762,409,35,445,79
24,person,0.4415122866630554,167,70,215,151
25,person,0.8402519226074219,442,133,518,291
25,person,0.8250033855438232,504,202,573,318
25,person,0.7540648579597473,245,158,315,242
25,person,0.736728847026825,95,38,141,89
25,person,0.7187191247940063,252,238,339,330
25,person,0.6258909106254578,251,104,317,175
25,person,0.5776267051696777,284,73,326,134
25,person,0.5728831887245178,348,115,421,231
25,person,0.44691047072410583,409,35,445,79
25,person,0.43106505274772644,167,70,215,151
25,person,0.41199326515197754,289,32,336,97
26,person,0.8465481996536255,442,133,518,291
26,person,0.8297983407974243,505,202,573,317
26,person,0.7517115473747253,245,158,315,241
26,person,0.7422828078269958,94,38,141,89
26,person,0.7155278325080872,252,238,339,330
26,person,0.6239105463027954,251,105,317,175
26,person,0.5713109374046326,348,115,421,232
26,person,0.5615599155426025,286,74,326,133
26,person,0.4505716562271118,409,35,445,79
26,person,0.42234793305397034,286,32,336,86
26,person,0.41295892000198364,167,70,214,158
27,person,0.8467360138893127,442,139,518,291
27,person,0.8303160071372986,504,202,574,316
27,person,0.7476527690887451,245,158,315,241
27,person,0.7443581819534302,94,38,141,89
27,person,0.7031436562538147,251,238,339,331
27,person,0.6250447630882263,251,105,318,175
27,person,0.5665112137794495,286,74,326,133
27,person,0.5654855966567993,348,115,421,232
27,person,0.48453643918037415,436,91,495,177
27,person,0.4439871609210968,409,35,445,79
27,person,0.4209875166416168,167,70,215,151
27,person,0.401287704706192,286,32,336,90
28,person,0.8487998843193054,442,141,518,291
28,person,0.8186643719673157,504,202,573,317
28,person,0.7496786117553711,245,158,315,241
28,person,0.745833158493042,94,38,141,89
28,person,0.6913861632347107,251,238,339,330
28,person,0.6218647956848145,251,105,317,175
28,person,0.5744230151176453,348,115,421,232
28,person,0.5550114512443542,286,74,326,133
28,person,0.4669364094734192,436,91,494,178
28,person,0.4426296353340149,409,35,445,79
28,person,0.41984352469444275,167,70,215,151
28,person,0.4072265028953552,286,32,336,91
29,person,0.8534618020057678,442,142,518,291
29,person,0.8195863962173462,504,202,573,317
29,person,0.7465070486068726,245,158,315,242
29,person,0.7443897128105164,94,38,141,88
29,person,0.7256561517715454,252,238,339,330
29,person,0.6363076567649841,251,105,317,175
29,person,0.5705230236053467,348,115,421,232
29,person,0.520257294178009,288,73,326,132
29,person,0.49023711681365967,436,91,494,178
29,person,0.4460533559322357,409,35,445,79
29,person,0.4240066707134247,291,31,336,82
29,person,0.4219151437282562,167,70,215,151
30,person,0.8426027894020081,442,141,519,290
30,person,0.8363434076309204,503,202,573,317
30,person,0.7590292692184448,94,38,141,88
30,person,0.7432351112365723,245,158,315,242
30,person,0.7185962200164795,252,238,339,329
30,person,0.6272700428962708,251,105,318,175
30,person,0.5699470639228821,348,115,421,231
30,person,0.5684440732002258,437,92,494,177
30,person,0.5384770035743713,287,74,326,132
30,person,0.4434360861778259,167,70,215,151
30,person,0.4338051974773407,409,36,445,79
30,person,0.410946786403656,289,31,336,84
31,person,0.8330486416816711,502,201,573,320
31,person,0.823235273361206,442,143,519,290
31,person,0.7525922060012817,94,38,141,88
31,person,0.7442466616630554,245,158,315,242
31,person,0.7223379611968994,252,238,339,329
31,person,0.6322560906410217,251,105,318,175
31,person,0.5781763195991516,436,92,489,177
31,person,0.537561297416687,348,115,421,232
31,person,0.532683789730072,286,74,326,132
31,person,0.43629658222198486,292,32,336,81
31,person,0.4325593411922455,167,70,215,151
31,person,0.41928231716156006,409,36,445,79
32,person,0.8494024872779846,443,152,519,289
32,person,0.8120977282524109,502,201,574,322
32,person,0.7513229846954346,94,38,141,88
32,person,0.742185115814209,245,158,315,242
32,person,0.7077946066856384,252,238,339,326
32,person,0.6298930048942566,251,105,318,175
32,person,0.5538001656532288,435,92,494,178
32,person,0.5254091024398804,286,74,326,132
32,person,0.4826681911945343,348,116,421,231
32,person,0.44023317098617554,292,32,336,79
32,person,0.4164973795413971,167,70,215,151
33,person,0.8433806300163269,443,153,520,289
33,person,0.8368614315986633,498,200,574,322
33,person,0.7544252276420593,94,38,141,88
33,person,0.7446102499961853,245,158,315,242
33,person,0.6962020993232727,252,238,339,325
33,person,0.6315793395042419,251,105,318,175
33,person,0.5307592749595642,435,92,496,178
33,person,0.5018901228904724,287,74,326,132
33,person,0.4508732259273529,349,116,421,231
33,person,0.43081822991371155,292,32,336,79
33,person,0.41096824407577515,166,70,214,151
34,person,0.855249285697937,498,200,574,321
34,person,0.8490007519721985,443,153,520,288
34,person,0.7550482749938965,94,38,141,88
34,person,0.7454906702041626,245,158,315,242
34,person,0.6953330636024475,252,238,339,322
34,person,0.6336170434951782,251,105,318,175
34,person,0.5275575518608093,435,92,497,178
34,person,0.5065720081329346,287,74,326,132
34,person,0.44767051935195923,350,115,420,183
34,person,0.43646618723869324,292,32,336,79
34,person,0.43554168939590454,349,116,421,229
34,person,0.42584607005119324,53,146,169,258
34,person,0.4073568284511566,166,70,214,151
35,person,0.8552116751670837,498,200,574,321
35,person,0.8490781188011169,443,153,520,288
35,person,0.7547877430915833,94,38,141,88
35,person,0.7455188632011414,245,158,315,242
35,person,0.6952714323997498,252,238,339,322
35,person,0.6319482922554016,251,105,318,175
35,person,0.5280618667602539,435,92,497,178
35,person,0.5104979872703552,287,74,326,131
35,person,0.44791358709335327,350,115,420,183
35,person,0.43639644980430603,349,116,421,229
35,person,0.43341293931007385,292,32,336,79
35,person,0.4253374934196472,53,146,169,258
35,person,0.40623530745506287,166,70,214,151
36,person,0.8569903373718262,497,200,574,320
36,person,0.8470333218574524,443,153,520,288
36,person,0.7583900094032288,94,38,141,88
36,person,0.7431145310401917,245,158,315,241
36,person,0.6805224418640137,252,238,339,323
36,person,0.6287456154823303,251,105,318,175
36,person,0.5477716326713562,435,92,497,178
36,person,0.4975736439228058,286,74,326,132
36,person,0.4874292016029358,350,115,420,178
36,person,0.4557349383831024,53,145,169,258
36,person,0.4473632276058197,349,116,421,229
36,person,0.4420214593410492,293,32,336,76
37,person,0.8573237061500549,497,200,574,319
37,person,0.8430241346359253,443,153,520,290
37,person,0.7587756514549255,95,38,141,89
37,person,0.7405219674110413,245,158,315,241
37,person,0.6727515459060669,252,238,339,330
37,person,0.6325662732124329,251,105,318,175
37,person,0.5052155256271362,435,92,491,179
37,person,0.4982631504535675,287,74,326,132
37,person,0.468998521566391,349,116,421,229
37,person,0.46352508664131165,350,115,420,179
37,person,0.448961079120636,53,144,169,258
37,person,0.44013163447380066,293,32,336,78
37,person,0.4120819568634033,446,129,500,179
38,person,0.8720484972000122,496,200,574,316
38,person,0.851686418056488,444,155,520,289
38,person,0.7614476084709167,95,38,141,89
38,person,0.7360592484474182,245,158,315,241
38,person,0.660833477973938,253,238,339,330
38,person,0.6319378018379211,251,105,318,175
38,person,0.521909236907959,286,74,326,132
38,person,0.49692872166633606,435,92,496,179
38,person,0.46996307373046875,351,116,420,179
38,person,0.4576457440853119,293,32,336,75
38,person,0.45469701290130615,53,144,169,258
38,person,0.44291144609451294,349,116,421,229
38,person,0.41473516821861267,438,128,500,179
39,person,0.8862695097923279,496,200,574,315
39,person,0.8513755798339844,444,155,520,288
39,person,0.7522522807121277,95,38,141,89
39,person,0.733059287071228,245,158,315,241
39,person,0.6680907011032104,253,238,339,330
39,person,0.6390125751495361,251,105,318,175
39,person,0.5256415009498596,286,74,326,132
39,person,0.5006136894226074,435,92,492,179
39,person,0.4858741760253906,351,116,421,232
39,person,0.46210363507270813,293,32,336,75
39,person,0.4619342088699341,53,144,170,258
39,person,0.4571511149406433,455,128,500,179
39,person,0.4389572739601135,351,116,420,191
40,person,0.8822953104972839,497,200,574,315
40,person,0.86440110206604,444,156,521,289
40,person,0.7542975544929504,95,38,141,89
40,person,0.730754017829895,245,158,315,241
40,person,0.6390843391418457,251,105,318,175
40,person,0.6369301080703735,253,238,339,331
40,person,0.5163667798042297,286,74,326,132
40,person,0.4886866807937622,351,117,421,232
40,person,0.4754425883293152,435,92,492,179
40,person,0.4739646315574646,294,32,336,76
40,person,0.4728243350982666,460,128,500,179
40,person,0.4597075879573822,53,144,170,258
41,person,0.8796606659889221,497,200,574,315
41,person,0.8652075529098511,444,156,521,289
41,person,0.7542135715484619,95,38,141,89
41,person,0.7311298251152039,245,158,315,241
41,person,0.6392099261283875,251,105,318,175
41,person,0.6369678378105164,253,238,339,331
41,person,0.5160166025161743,286,74,326,132
41,person,0.48002105951309204,351,117,421,232
41,person,0.4745582044124603,435,92,492,179
41,person,0.47364717721939087,294,32,336,76
41,person,0.4725233018398285,461,128,500,179
41,person,0.4610717296600342,53,144,170,258
42,person,0.8861896395683289,497,200,574,315
42,person,0.8620964288711548,444,156,521,289
42,person,0.7554334998130798,95,38,141,89
42,person,0.7330346703529358,245,158,315,242
42,person,0.644286572933197,253,238,339,330
42,person,0.6287409663200378,251,105,318,175
42,person,0.5076053142547607,286,74,326,132
42,person,0.4818451404571533,462,128,501,179
42,person,0.47895634174346924,435,92,490,179
42,person,0.4718256890773773,294,32,336,76
42,person,0.465472936630249,53,144,170,257
42,person,0.4351617991924286,349,117,421,230
42,person,0.4238882064819336,350,117,420,190
43,person,0.8753451108932495,499,201,574,316
43,person,0.8565263152122498,444,158,521,289
43,person,0.7512551546096802,95,37,140,89
43,person,0.7295708060264587,245,158,315,242
43,person,0.6278147101402283,251,105,318,175
43,person,0.6217324137687683,252,238,339,331
43,person,0.5254294276237488,435,94,481,179
43,person,0.5212200284004211,286,74,326,132
43,person,0.5061737895011902,462,128,500,179
43,person,0.4785058796405792,53,143,169,258
43,person,0.4775601029396057,294,32,336,76
43,person,0.45804622769355774,350,117,421,229
43,person,0.4407847821712494,351,117,420,188
43,person,0.4166129231452942,167,70,214,151
44,person,0.872756838798523,500,201,574,318
44,person,0.8499194383621216,444,158,521,289
44,person,0.7495954036712646,95,37,140,89
44,person,0.7311246991157532,245,158,316,242
44,person,0.64569491147995,253,238,339,331
44,person,0.6305552124977112,251,105,318,175
44,person,0.5377421975135803,285,74,326,132
44,person,0.518090546131134,435,94,481,179
44,person,0.5054922699928284,462,128,500,179
44,person,0.491676926612854,294,32,335,75
44,person,0.4681442677974701,349,117,421,230
44,person,0.4479571282863617,54,143,170,257
44,person,0.4354490041732788,351,117,421,197
44,person,0.41773781180381775,167,70,214,151
45,person,0.8543053865432739,444,160,521,291
45,person,0.8403529524803162,501,202,574,322
45,person,0.7614752650260925,96,36,140,89
45,person,0.7295902371406555,245,158,316,242
45,person,0.6681972146034241,252,238,339,331
45,person,0.620789110660553,250,106,318,179
45,person,0.5462690591812134,351,117,421,232
45,person,0.543353259563446,285,73,326,132
45,person,0.5183290839195251,436,92,492,179
45,person,0.4956555962562561,461,127,500,179
45,person,0.481405109167099,293,32,335,78
45,person,0.47501930594444275,53,144,169,258
45,person,0.4245149791240692,167,70,214,150
46,person,0.8562717437744141,444,160,521,290
46,person,0.8292732238769531,501,201,573,325
46,person,0.7618945240974426,96,36,140,89
46,person,0.7223960757255554,245,158,316,242
46,person,0.6439200639724731,252,238,339,331
46,person,0.6209542155265808,250,106,318,178
46,person,0.557021975517273,351,117,421,232
46,person,0.5547491908073425,436,94,481,179
46,person,0.5466839075088501,285,73,326,132
46,person,0.5126040577888489,462,127,500,179
46,person,0.5014476180076599,293,32,335,77
46,person,0.4746807813644409,53,141,170,257
46,person,0.43203821778297424,167,70,214,150
47,person,0.8543846011161804,444,160,521,290
47,person,0.828733503818512,501,201,573,324
47,person,0.7604512572288513,96,36,140,89
47,person,0.7230075001716614,246,158,316,242
47,person,0.6455423831939697,252,238,339,331
47,person,0.6197037100791931,250,106,318,179
47,person,0.5680067539215088,435,94,481,179
47,person,0.5585402846336365,351,117,421,232
47,person,0.5511659383773804,285,73,326,132
47,person,0.5142657160758972,462,127,500,179
47,person,0.4983489513397217,293,32,335,77
47,person,0.47348058223724365,53,141,170,257
47,person,0.4397960305213928,167,70,214,150
47,person,0.4134199619293213,264,0,303,49
48,person,0.853300929069519,444,160,521,290
48,person,0.8177334070205688,502,201,573,321
48,person,0.7618773579597473,95,36,141,89
48,person,0.7269992828369141,245,158,316,242
48,person,0.6641417145729065,252,238,339,331
48,person,0.6250513195991516,250,106,318,178
48,person,0.5665194392204285,435,94,481,178
48,person,0.5631584525108337,285,73,326,132
48,person,0.5556255578994751,351,117,421,232
48,person,0.5068615674972534,53,141,170,258
48,person,0.49942857027053833,462,127,500,179
48,person,0.4842256009578705,293,32,335,77
48,person,0.44256648421287537,167,70,214,150
48,person,0.4081154763698578,264,0,303,49
49,person,0.8526147603988647,444,160,521,289
49,person,0.8247436881065369,502,202,573,322
49,person,0.7666588425636292,96,36,140,88
49,person,0.7255849242210388,245,158,316,242
49,person,0.6706731915473938,252,238,339,331
49,person,0.634455680847168,250,106,318,179
49,person,0.5512049794197083,285,73,325,132
49,person,0.550964891910553,435,94,481,178
49,person,0.5398173928260803,351,117,421,232
49,person,0.5026775598526001,462,127,500,179
49,person,0.5014380216598511,53,142,169,257
49,person,0.4726974368095398,293,32,335,78
49,person,0.43322497606277466,167,70,214,150
50,person,0.8463199138641357,444,161,521,292
50,person,0.8213784694671631,502,202,573,323
50,person,0.745520830154419,95,36,140,89
50,person,0.7236543893814087,245,158,316,242
50,person,0.6504979133605957,252,238,339,331
50,person,0.6392859220504761,250,106,318,179
50,person,0.5744268894195557,436,94,481,178
50,person,0.5668837428092957,351,116,421,232
50,person,0.5589293241500854,285,73,325,132
50,person,0.4743616282939911,462,127,500,179
50,person,0.47144195437431335,53,141,175,260
50,person,0.4658144414424896,293,32,335,78
50,person,0.4430485665798187,167,70,214,150
51,person,0.8419081568717957,444,161,521,293
51,person,0.8249227404594421,502,202,573,327
51,person,0.7350145578384399,94,36,141,89
51,person,0.7202848792076111,245,158,316,242
51,person,0.6485466957092285,252,238,339,331
51,person,0.6481481194496155,250,106,318,179
51,person,0.5762535929679871,436,94,481,178
51,person,0.5721447467803955,285,73,325,132
51,person,0.5671306848526001,351,117,421,232
51,person,0.4860879182815552,461,127,500,179
51,person,0.4535779356956482,293,32,335,78
51,person,0.4430403411388397,167,70,214,150
51,person,0.4386031925678253,54,144,169,257
52,person,0.8281307816505432,501,202,573,327
52,person,0.8052736520767212,444,162,521,291
52,person,0.7338725328445435,94,35,141,88
52,person,0.7308611273765564,245,158,316,242
52,person,0.6786739230155945,252,239,339,329
52,person,0.6533265709877014,250,107,318,178
52,person,0.544437050819397,284,73,325,132
52,person,0.5290241837501526,436,92,486,178
52,person,0.4716051518917084,351,117,420,195
52,person,0.46950602531433105,293,32,335,78
52,person,0.46668219566345215,351,117,421,232
52,person,0.44380736351013184,460,127,500,179
52,person,0.43562808632850647,167,70,214,150
52,person,0.4349972605705261,53,141,175,259
53,person,0.8269776105880737,501,202,573,327
53,person,0.8019988536834717,443,162,521,291
53,person,0.7349382042884827,245,158,316,242
53,person,0.7267271280288696,94,35,141,88
53,person,0.6826015114784241,253,239,339,329
53,person,0.6563131809234619,250,107,318,178
53,person,0.568034827709198,285,74,324,134
53,person,0.4986923038959503,436,92,488,178
53,person,0.473918616771698,293,32,335,77
53,person,0.47078198194503784,351,117,420,204
53,person,0.4347841143608093,167,70,214,150
53,person,0.4325203597545624,53,141,175,259
53,person,0.4210309088230133,453,127,500,179
54,person,0.8307373523712158,502,202,573,327
54,person,0.764315664768219,443,164,521,298
54,person,0.7396163940429688,245,158,316,242
54,person,0.7078773975372314,94,35,141,89
54,person,0.6679733991622925,252,239,339,330
54,person,0.6512710452079773,250,107,318,179
54,person,0.5730963349342346,351,117,421,232
54,person,0.5592837333679199,284,73,325,132
54,person,0.5201890468597412,436,92,487,178
54,person,0.4656417965888977,293,32,334,77
54,person,0.4396488070487976,53,140,176,259
54,person,0.4122272729873657,167,70,214,150
55,person,0.8349866271018982,502,202,573,327
55,person,0.8048955798149109,443,164,521,299
55,person,0.7281649708747864,245,158,316,242
55,person,0.7244840264320374,94,35,141,89
55,person,0.6867238879203796,252,238,339,331
55,person,0.6376982927322388,250,108,318,178
55,person,0.5914955735206604,285,74,324,134
