frame_number,timestamp,person_id,anomaly_type,severity,confidence,description
91,00:03,400,Hand Raise,70,0.9,Student raised hand above shoulder
91,00:03,400,Looking Away,50,0.7,Student looking away from desk
92,00:03,403,Head Turn,60,0.8,Student turned head significantly
94,00:03,411,Hand Raise,70,0.9,Student raised hand above shoulder
94,00:03,411,Looking Away,50,0.7,Student looking away from desk
100,00:03,436,Hand Raise,70,0.9,Student raised hand above shoulder
104,00:03,452,Head Turn,60,0.8,Student turned head significantly
104,00:03,452,Hand Raise,70,0.9,Student raised hand above shoulder
104,00:03,453,Head Turn,60,0.8,Student turned head significantly
104,00:03,453,Looking Away,50,0.7,Student looking away from desk
105,00:03,456,Head Turn,60,0.8,Student turned head significantly
105,00:03,456,Hand Raise,70,0.9,Student raised hand above shoulder
109,00:03,471,Looking Away,50,0.7,Student looking away from desk
109,00:03,472,Head Turn,60,0.8,Student turned head significantly
109,00:03,473,Head Turn,60,0.8,Student turned head significantly
109,00:03,473,Looking Away,50,0.7,Student looking away from desk
113,00:03,488,Hand Raise,70,0.9,Student raised hand above shoulder
113,00:03,489,Head Turn,60,0.8,Student turned head significantly
113,00:03,491,Hand Raise,70,0.9,Student raised hand above shoulder
114,00:03,492,Hand Raise,70,0.9,Student raised hand above shoulder
114,00:03,492,Looking Away,50,0.7,Student looking away from desk
114,00:03,494,Head Turn,60,0.8,Student turned head significantly
114,00:03,496,Head Turn,60,0.8,Student turned head significantly
115,00:03,499,Head Turn,60,0.8,Student turned head significantly
115,00:03,499,Hand Raise,70,0.9,Student raised hand above shoulder
115,00:03,499,Looking Away,50,0.7,Student looking away from desk
116,00:04,503,Head Turn,60,0.8,Student turned head significantly
116,00:04,503,Hand Raise,70,0.9,Student raised hand above shoulder
117,00:04,507,Head Turn,60,0.8,Student turned head significantly
117,00:04,507,Hand Raise,70,0.9,Student raised hand above shoulder
118,00:04,510,Head Turn,60,0.8,Student turned head significantly
119,00:04,513,Looking Away,50,0.7,Student looking away from desk
120,00:04,517,Head Turn,60,0.8,Student turned head significantly
120,00:04,517,Looking Away,50,0.7,Student looking away from desk
120,00:04,520,Head Turn,60,0.8,Student turned head significantly
122,00:04,527,Head Turn,60,0.8,Student turned head significantly
123,00:04,532,Head Turn,60,0.8,Student turned head significantly
123,00:04,532,Hand Raise,70,0.9,Student raised hand above shoulder
124,00:04,535,Hand Raise,70,0.9,Student raised hand above shoulder
124,00:04,535,Looking Away,50,0.7,Student looking away from desk
125,00:04,538,Head Turn,60,0.8,Student turned head significantly
125,00:04,538,Looking Away,50,0.7,Student looking away from desk
125,00:04,540,Head Turn,60,0.8,Student turned head significantly
128,00:04,552,Head Turn,60,0.8,Student turned head significantly
129,00:04,555,Hand Raise,70,0.9,Student raised hand above shoulder
129,00:04,556,Hand Raise,70,0.9,Student raised hand above shoulder
129,00:04,556,Looking Away,50,0.7,Student looking away from desk
130,00:04,558,Looking Away,50,0.7,Student looking away from desk
130,00:04,559,Head Turn,60,0.8,Student turned head significantly
130,00:04,560,Hand Raise,70,0.9,Student raised hand above shoulder
130,00:04,560,Looking Away,50,0.7,Student looking away from desk
130,00:04,561,Head Turn,60,0.8,Student turned head significantly
130,00:04,561,Hand Raise,70,0.9,Student raised hand above shoulder
130,00:04,561,Looking Away,50,0.7,Student looking away from desk
131,00:04,565,Head Turn,60,0.8,Student turned head significantly
131,00:04,565,Hand Raise,70,0.9,Student raised hand above shoulder
132,00:04,570,Head Turn,60,0.8,Student turned head significantly
132,00:04,570,Hand Raise,70,0.9,Student raised hand above shoulder
132,00:04,571,Head Turn,60,0.8,Student turned head significantly
132,00:04,571,Hand Raise,70,0.9,Student raised hand above shoulder
132,00:04,572,Head Turn,60,0.8,Student turned head significantly
133,00:04,573,Head Turn,60,0.8,Student turned head significantly
133,00:04,573,Looking Away,50,0.7,Student looking away from desk
133,00:04,576,Hand Raise,70,0.9,Student raised hand above shoulder
134,00:04,577,Head Turn,60,0.8,Student turned head significantly
134,00:04,577,Looking Away,50,0.7,Student looking away from desk
134,00:04,578,Head Turn,60,0.8,Student turned head significantly
134,00:04,578,Hand Raise,70,0.9,Student raised hand above shoulder
134,00:04,579,Hand Raise,70,0.9,Student raised hand above shoulder
134,00:04,579,Looking Away,50,0.7,Student looking away from desk
134,00:04,581,Head Turn,60,0.8,Student turned head significantly
135,00:04,583,Head Turn,60,0.8,Student turned head significantly
135,00:04,585,Head Turn,60,0.8,Student turned head significantly
135,00:04,585,Looking Away,50,0.7,Student looking away from desk
137,00:04,592,Head Turn,60,0.8,Student turned head significantly
137,00:04,592,Hand Raise,70,0.9,Student raised hand above shoulder
137,00:04,592,Looking Away,50,0.7,Student looking away from desk
137,00:04,593,Head Turn,60,0.8,Student turned head significantly
137,00:04,593,Looking Away,50,0.7,Student looking away from desk
138,00:04,595,Head Turn,60,0.8,Student turned head significantly
140,00:04,603,Head Turn,60,0.8,Student turned head significantly
141,00:04,609,Looking Away,50,0.7,Student looking away from desk
142,00:04,610,Hand Raise,70,0.9,Student raised hand above shoulder
142,00:04,610,Looking Away,50,0.7,Student looking away from desk
143,00:04,616,Head Turn,60,0.8,Student turned head significantly
143,00:04,616,Looking Away,50,0.7,Student looking away from desk
144,00:04,621,Head Turn,60,0.8,Student turned head significantly
144,00:04,621,Looking Away,50,0.7,Student looking away from desk
146,00:05,627,Hand Raise,70,0.9,Student raised hand above shoulder
146,00:05,628,Head Turn,60,0.8,Student turned head significantly
147,00:05,630,Head Turn,60,0.8,Student turned head significantly
147,00:05,630,Hand Raise,70,0.9,Student raised hand above shoulder
147,00:05,630,Looking Away,50,0.7,Student looking away from desk
148,00:05,636,Head Turn,60,0.8,Student turned head significantly
148,00:05,637,Head Turn,60,0.8,Student turned head significantly
148,00:05,637,Looking Away,50,0.7,Student looking away from desk
149,00:05,638,Hand Raise,70,0.9,Student raised hand above shoulder
149,00:05,638,Looking Away,50,0.7,Student looking away from desk
150,00:05,643,Head Turn,60,0.8,Student turned head significantly
150,00:05,644,Head Turn,60,0.8,Student turned head significantly
150,00:05,644,Looking Away,50,0.7,Student looking away from desk
151,00:05,649,Hand Raise,70,0.9,Student raised hand above shoulder
151,00:05,649,Looking Away,50,0.7,Student looking away from desk
152,00:05,651,Head Turn,60,0.8,Student turned head significantly
153,00:05,654,Head Turn,60,0.8,Student turned head significantly
154,00:05,659,Head Turn,60,0.8,Student turned head significantly
155,00:05,663,Head Turn,60,0.8,Student turned head significantly
155,00:05,663,Looking Away,50,0.7,Student looking away from desk
155,00:05,665,Head Turn,60,0.8,Student turned head significantly
155,00:05,665,Hand Raise,70,0.9,Student raised hand above shoulder
156,00:05,666,Hand Raise,70,0.9,Student raised hand above shoulder
156,00:05,667,Hand Raise,70,0.9,Student raised hand above shoulder
156,00:05,668,Head Turn,60,0.8,Student turned head significantly
156,00:05,668,Hand Raise,70,0.9,Student raised hand above shoulder
156,00:05,668,Looking Away,50,0.7,Student looking away from desk
157,00:05,671,Head Turn,60,0.8,Student turned head significantly
157,00:05,671,Looking Away,50,0.7,Student looking away from desk
157,00:05,673,Hand Raise,70,0.9,Student raised hand above shoulder
157,00:05,673,Looking Away,50,0.7,Student looking away from desk
158,00:05,674,Head Turn,60,0.8,Student turned head significantly
158,00:05,674,Hand Raise,70,0.9,Student raised hand above shoulder
158,00:05,674,Looking Away,50,0.7,Student looking away from desk
158,00:05,676,Head Turn,60,0.8,Student turned head significantly
159,00:05,679,Head Turn,60,0.8,Student turned head significantly
159,00:05,679,Looking Away,50,0.7,Student looking away from desk
159,00:05,681,Head Turn,60,0.8,Student turned head significantly
159,00:05,681,Hand Raise,70,0.9,Student raised hand above shoulder
159,00:05,681,Looking Away,50,0.7,Student looking away from desk
161,00:05,687,Head Turn,60,0.8,Student turned head significantly
161,00:05,687,Looking Away,50,0.7,Student looking away from desk
162,00:05,691,Head Turn,60,0.8,Student turned head significantly
163,00:05,694,Head Turn,60,0.8,Student turned head significantly
165,00:05,702,Head Turn,60,0.8,Student turned head significantly
165,00:05,702,Hand Raise,70,0.9,Student raised hand above shoulder
165,00:05,702,Looking Away,50,0.7,Student looking away from desk
165,00:05,703,Hand Raise,70,0.9,Student raised hand above shoulder
166,00:05,706,Hand Raise,70,0.9,Student raised hand above shoulder
166,00:05,706,Looking Away,50,0.7,Student looking away from desk
167,00:05,711,Head Turn,60,0.8,Student turned head significantly
167,00:05,711,Looking Away,50,0.7,Student looking away from desk
168,00:05,716,Head Turn,60,0.8,Student turned head significantly
168,00:05,718,Head Turn,60,0.8,Student turned head significantly
168,00:05,718,Looking Away,50,0.7,Student looking away from desk
169,00:05,724,Head Turn,60,0.8,Student turned head significantly
170,00:05,726,Head Turn,60,0.8,Student turned head significantly
170,00:05,727,Head Turn,60,0.8,Student turned head significantly
170,00:05,727,Looking Away,50,0.7,Student looking away from desk
170,00:05,730,Head Turn,60,0.8,Student turned head significantly
171,00:05,735,Head Turn,60,0.8,Student turned head significantly
172,00:05,740,Looking Away,50,0.7,Student looking away from desk
173,00:05,741,Looking Away,50,0.7,Student looking away from desk
173,00:05,743,Head Turn,60,0.8,Student turned head significantly
173,00:05,743,Looking Away,50,0.7,Student looking away from desk
173,00:05,745,Head Turn,60,0.8,Student turned head significantly
174,00:06,746,Head Turn,60,0.8,Student turned head significantly
174,00:06,748,Head Turn,60,0.8,Student turned head significantly
175,00:06,752,Head Turn,60,0.8,Student turned head significantly
175,00:06,753,Head Turn,60,0.8,Student turned head significantly
175,00:06,753,Looking Away,50,0.7,Student looking away from desk
175,00:06,754,Head Turn,60,0.8,Student turned head significantly
175,00:06,755,Head Turn,60,0.8,Student turned head significantly
177,00:06,764,Head Turn,60,0.8,Student turned head significantly
177,00:06,764,Looking Away,50,0.7,Student looking away from desk
178,00:06,767,Head Turn,60,0.8,Student turned head significantly
178,00:06,768,Head Turn,60,0.8,Student turned head significantly
178,00:06,768,Looking Away,50,0.7,Student looking away from desk
179,00:06,772,Hand Raise,70,0.9,Student raised hand above shoulder
179,00:06,772,Looking Away,50,0.7,Student looking away from desk
179,00:06,773,Head Turn,60,0.8,Student turned head significantly
179,00:06,773,Looking Away,50,0.7,Student looking away from desk
179,00:06,775,Hand Raise,70,0.9,Student raised hand above shoulder
180,00:06,776,Head Turn,60,0.8,Student turned head significantly
180,00:06,776,Hand Raise,70,0.9,Student raised hand above shoulder
180,00:06,776,Looking Away,50,0.7,Student looking away from desk
180,00:06,777,Head Turn,60,0.8,Student turned head significantly
180,00:06,777,Looking Away,50,0.7,Student looking away from desk
180,00:06,778,Head Turn,60,0.8,Student turned head significantly
180,00:06,778,Looking Away,50,0.7,Student looking away from desk
180,00:06,779,Head Turn,60,0.8,Student turned head significantly
180,00:06,779,Hand Raise,70,0.9,Student raised hand above shoulder
180,00:06,779,Looking Away,50,0.7,Student looking away from desk
181,00:06,783,Head Turn,60,0.8,Student turned head significantly
181,00:06,783,Looking Away,50,0.7,Student looking away from desk
181,00:06,785,Hand Raise,70,0.9,Student raised hand above shoulder
181,00:06,785,Looking Away,50,0.7,Student looking away from desk
182,00:06,786,Head Turn,60,0.8,Student turned head significantly
182,00:06,786,Hand Raise,70,0.9,Student raised hand above shoulder
182,00:06,786,Looking Away,50,0.7,Student looking away from desk
182,00:06,787,Head Turn,60,0.8,Student turned head significantly
182,00:06,787,Looking Away,50,0.7,Student looking away from desk
182,00:06,788,Head Turn,60,0.8,Student turned head significantly
182,00:06,788,Looking Away,50,0.7,Student looking away from desk
182,00:06,789,Head Turn,60,0.8,Student turned head significantly
182,00:06,789,Looking Away,50,0.7,Student looking away from desk
183,00:06,791,Head Turn,60,0.8,Student turned head significantly
183,00:06,791,Looking Away,50,0.7,Student looking away from desk
183,00:06,793,Head Turn,60,0.8,Student turned head significantly
183,00:06,794,Head Turn,60,0.8,Student turned head significantly
183,00:06,794,Looking Away,50,0.7,Student looking away from desk
184,00:06,796,Head Turn,60,0.8,Student turned head significantly
184,00:06,799,Head Turn,60,0.8,Student turned head significantly
185,00:06,800,Head Turn,60,0.8,Student turned head significantly
186,00:06,805,Head Turn,60,0.8,Student turned head significantly
188,00:06,813,Head Turn,60,0.8,Student turned head significantly
191,00:06,825,Head Turn,60,0.8,Student turned head significantly
191,00:06,825,Looking Away,50,0.7,Student looking away from desk
191,00:06,827,Head Turn,60,0.8,Student turned head significantly
191,00:06,827,Hand Raise,70,0.9,Student raised hand above shoulder
191,00:06,828,Hand Raise,70,0.9,Student raised hand above shoulder
191,00:06,828,Looking Away,50,0.7,Student looking away from desk
194,00:06,837,Head Turn,60,0.8,Student turned head significantly
194,00:06,837,Hand Raise,70,0.9,Student raised hand above shoulder
194,00:06,837,Looking Away,50,0.7,Student looking away from desk
195,00:06,841,Head Turn,60,0.8,Student turned head significantly
195,00:06,841,Hand Raise,70,0.9,Student raised hand above shoulder
195,00:06,841,Looking Away,50,0.7,Student looking away from desk
195,00:06,842,Head Turn,60,0.8,Student turned head significantly
195,00:06,842,Looking Away,50,0.7,Student looking away from desk
195,00:06,843,Head Turn,60,0.8,Student turned head significantly
195,00:06,843,Hand Raise,70,0.9,Student raised hand above shoulder
195,00:06,843,Looking Away,50,0.7,Student looking away from desk
196,00:06,846,Head Turn,60,0.8,Student turned head significantly
196,00:06,846,Looking Away,50,0.7,Student looking away from desk
196,00:06,847,Looking Away,50,0.7,Student looking away from desk
197,00:06,849,Head Turn,60,0.8,Student turned head significantly
197,00:06,849,Looking Away,50,0.7,Student looking away from desk
199,00:06,857,Head Turn,60,0.8,Student turned head significantly
199,00:06,857,Looking Away,50,0.7,Student looking away from desk
200,00:06,861,Head Turn,60,0.8,Student turned head significantly
201,00:06,865,Head Turn,60,0.8,Student turned head significantly
201,00:06,865,Looking Away,50,0.7,Student looking away from desk
202,00:06,869,Head Turn,60,0.8,Student turned head significantly
203,00:07,873,Head Turn,60,0.8,Student turned head significantly
205,00:07,881,Head Turn,60,0.8,Student turned head significantly
205,00:07,881,Hand Raise,70,0.9,Student raised hand above shoulder
205,00:07,881,Looking Away,50,0.7,Student looking away from desk
206,00:07,887,Head Turn,60,0.8,Student turned head significantly
206,00:07,887,Hand Raise,70,0.9,Student raised hand above shoulder
206,00:07,887,Looking Away,50,0.7,Student looking away from desk
207,00:07,889,Head Turn,60,0.8,Student turned head significantly
208,00:07,895,Head Turn,60,0.8,Student turned head significantly
208,00:07,896,Head Turn,60,0.8,Student turned head significantly
209,00:07,897,Head Turn,60,0.8,Student turned head significantly
209,00:07,897,Looking Away,50,0.7,Student looking away from desk
210,00:07,903,Head Turn,60,0.8,Student turned head significantly
210,00:07,904,Head Turn,60,0.8,Student turned head significantly
211,00:07,905,Head Turn,60,0.8,Student turned head significantly
211,00:07,905,Looking Away,50,0.7,Student looking away from desk
212,00:07,909,Head Turn,60,0.8,Student turned head significantly
212,00:07,909,Looking Away,50,0.7,Student looking away from desk
212,00:07,910,Hand Raise,70,0.9,Student raised hand above shoulder
213,00:07,914,Head Turn,60,0.8,Student turned head significantly
214,00:07,918,Hand Raise,70,0.9,Student raised hand above shoulder
214,00:07,918,Looking Away,50,0.7,Student looking away from desk
